sex,age,age_cat,race,juv_fel_count,juv_misd_count,juv_other_count,priors_count,c_charge_degree,c_charge_desc,two_year_recid,sex-race
1,64,Greater than 45,0,0,0,0,1,F,Aggravated Assault,0,Male-Hispanic
0,46,Greater than 45,1,0,0,0,0,M,Battery,0,Female-Caucasian
1,30,25 - 45,0,0,0,1,5,F,Driving While License Revoked,1,Male-African-American
0,22,Less than 25,1,0,0,0,0,M,Battery,0,Female-Caucasian
1,23,Less than 25,1,0,0,0,1,M,arrest case no charge,0,Male-Caucasian
1,31,25 - 45,0,0,0,0,0,M,DUI Property Damage/Injury,0,Male-Hispanic
1,31,25 - 45,0,0,0,0,1,F,arrest case no charge,0,Male-Other
1,25,25 - 45,0,0,0,0,0,M,Disorderly Conduct,0,Male-African-American
0,21,Less than 25,1,0,0,0,0,F,Burglary Unoccupied Dwelling,0,Female-Caucasian
1,27,25 - 45,0,0,0,0,0,M,Battery,0,Male-African-American
1,32,25 - 45,0,0,0,0,1,F,Possession of Cocaine,0,Male-Hispanic
0,24,Less than 25,1,0,0,1,0,F,Burglary Unoccupied Dwelling,0,Female-Caucasian
1,20,Less than 25,0,1,0,0,1,F,arrest case no charge,0,Male-African-American
1,27,25 - 45,0,0,0,0,3,M,Battery,1,Male-African-American
1,40,25 - 45,0,0,0,0,0,F,Aggravated Assault w/Firearm,0,Male-African-American
1,22,Less than 25,0,0,0,0,11,F,Possession of Cocaine,1,Male-African-American
0,38,25 - 45,0,0,0,0,1,F,Robbery / No Weapon,0,Female-African-American
1,30,25 - 45,0,0,0,0,1,M,Possess Cannabis/20 Grams Or Less,0,Male-African-American
1,27,25 - 45,1,0,0,0,6,F,arrest case no charge,1,Male-Caucasian
0,59,Greater than 45,1,0,0,0,0,M,Driving Under The Influence,0,Female-Caucasian
1,37,25 - 45,1,0,0,0,2,M,DUI Level 0.15 Or Minor In Veh,0,Male-Caucasian
1,38,25 - 45,1,0,0,0,0,F,Possession of Cocaine,0,Male-Caucasian
1,25,25 - 45,0,0,0,0,4,F,Grand Theft Firearm,1,Male-African-American
1,51,Greater than 45,1,0,0,0,0,M,DUI Level 0.15 Or Minor In Veh,0,Male-Caucasian
1,28,25 - 45,0,0,0,0,10,F,Driving While License Revoked,0,Male-African-American
0,23,Less than 25,1,0,0,0,3,F,Poss Contr Subst W/o Prescript,0,Female-Caucasian
0,22,Less than 25,0,0,0,0,0,M,Failure To Pay Taxi Cab Charge,0,Female-African-American
1,31,25 - 45,0,0,0,0,1,M,Battery,0,Male-African-American
1,29,25 - 45,0,0,0,0,0,M,DUI Level 0.15 Or Minor In Veh,0,Male-African-American
1,31,25 - 45,0,0,0,0,0,M,Operating W/O Valid License,0,Male-Hispanic
1,27,25 - 45,1,0,0,0,5,M,Battery,0,Male-Caucasian
1,25,25 - 45,1,0,0,0,1,F,Aggravated Assault w/Firearm,0,Male-Caucasian
1,38,25 - 45,0,0,0,0,0,F,Felony Battery (Dom Strang),0,Male-African-American
1,22,Less than 25,0,0,0,0,0,F,Grand Theft (Motor Vehicle),0,Male-Other
0,58,Greater than 45,0,0,0,0,4,F,"Poss 3,4 MDMA (Ecstasy)",1,Female-African-American
1,21,Less than 25,0,0,0,1,0,F,Use Scanning Device to Defraud,0,Male-African-American
0,22,Less than 25,0,0,0,0,0,F,Grand Theft in the 3rd Degree,0,Female-African-American
1,30,25 - 45,0,0,0,0,0,F,Burglary Unoccupied Dwelling,0,Male-African-American
0,31,25 - 45,0,0,0,0,10,F,Driving While License Revoked,0,Female-African-American
0,45,Greater than 45,1,0,0,0,1,F,Felony Driving While Lic Suspd,0,Female-Caucasian
1,27,25 - 45,0,0,0,0,13,F,arrest case no charge,1,Male-African-American
1,38,25 - 45,1,0,0,0,1,F,Crimin Mischief Damage $1000+,1,Male-Caucasian
1,47,Greater than 45,0,0,0,0,20,F,Tamper With Witness/Victim/CI,0,Male-African-American
1,22,Less than 25,0,0,1,0,3,F,arrest case no charge,0,Male-African-American
1,35,25 - 45,0,0,0,1,1,M,Battery,1,Male-African-American
1,65,Greater than 45,0,0,0,0,2,M,Violation of Injunction Order/Stalking/Cyberstalking,1,Male-African-American
1,35,25 - 45,0,0,0,0,0,M,Fail To Obey Police Officer,0,Male-African-American
0,33,25 - 45,0,0,0,0,0,F,Grand Theft (Motor Vehicle),0,Female-African-American
1,53,Greater than 45,1,0,0,0,1,M,Battery,0,Male-Caucasian
1,52,Greater than 45,0,0,0,0,0,F,Driving While License Revoked,0,Male-Hispanic
1,21,Less than 25,0,0,0,0,0,F,Obstruct Fire Equipment,0,Male-African-American
1,37,25 - 45,0,0,0,0,11,F,Aggravated Battery / Pregnant,0,Male-African-American
1,30,25 - 45,0,0,0,0,4,M,Reckless Driving,1,Male-Other
1,54,Greater than 45,0,0,0,0,0,F,Grand Theft (Motor Vehicle),0,Male-Other
0,31,25 - 45,0,0,0,0,0,M,Battery,0,Female-African-American
0,59,Greater than 45,1,0,0,0,2,F,Grand Theft in the 3rd Degree,0,Female-Caucasian
1,27,25 - 45,0,0,0,0,0,M,Possession of Cocaine,0,Male-African-American
1,36,25 - 45,0,0,0,0,0,M,Battery,1,Male-African-American
1,22,Less than 25,0,0,0,1,3,F,arrest case no charge,0,Male-African-American
0,28,25 - 45,1,0,0,0,0,M,DUI Property Damage/Injury,0,Female-Caucasian
1,23,Less than 25,0,0,0,1,2,M,Battery,1,Male-African-American
1,27,25 - 45,0,0,0,0,3,F,Grand Theft in the 3rd Degree,0,Male-African-American
1,21,Less than 25,0,0,0,1,0,F,Att Tamper w/Physical Evidence,1,Male-Asian
1,31,25 - 45,0,0,0,0,5,F,arrest case no charge,0,Male-African-American
1,36,25 - 45,0,0,1,0,4,M,Battery,0,Male-African-American
1,53,Greater than 45,1,0,0,0,2,F,Deliver Alprazolam,0,Male-Caucasian
1,28,25 - 45,0,0,0,0,2,M,arrest case no charge,0,Male-African-American
1,24,Less than 25,0,0,0,0,1,M,Battery,0,Male-African-American
1,44,25 - 45,0,0,0,0,1,F,Unauth Poss ID Card or DL,0,Male-African-American
1,46,Greater than 45,0,0,0,0,0,F,Grand Theft in the 3rd Degree,0,Male-African-American
1,37,25 - 45,0,0,0,0,6,F,Child Abuse,0,Male-African-American
1,27,25 - 45,0,0,1,0,10,F,Driving While License Revoked,1,Male-African-American
1,40,25 - 45,1,0,0,0,1,F,Manufacture Cannabis,0,Male-Caucasian
1,53,Greater than 45,1,0,0,0,1,F,arrest case no charge,0,Male-Caucasian
1,28,25 - 45,0,0,0,0,0,F,Felony Driving While Lic Suspd,0,Male-African-American
1,23,Less than 25,0,0,0,0,0,M,Driving Under The Influence,0,Male-Hispanic
0,46,Greater than 45,1,0,0,0,2,F,Grand Theft in the 3rd Degree,0,Female-Caucasian
1,45,Greater than 45,0,0,0,0,0,M,Driving Under The Influence,0,Male-African-American
1,22,Less than 25,0,0,0,0,1,F,arrest case no charge,0,Male-African-American
1,26,25 - 45,1,0,0,0,1,F,arrest case no charge,1,Male-Caucasian
1,62,Greater than 45,1,0,0,0,0,F,Battery on a Person Over 65,0,Male-Caucasian
1,24,Less than 25,0,0,0,0,1,F,Burglary Structure Unoccup,0,Male-Hispanic
1,21,Less than 25,1,0,0,0,0,M,Battery,0,Male-Caucasian
1,25,25 - 45,1,0,0,0,0,F,Felony Battery,1,Male-Caucasian
1,68,Greater than 45,1,0,0,0,0,M,Disorderly Conduct,0,Male-Caucasian
1,21,Less than 25,1,0,0,0,1,F,arrest case no charge,0,Male-Caucasian
0,37,25 - 45,0,0,0,0,1,F,Grand Theft in the 3rd Degree,0,Female-Hispanic
1,22,Less than 25,0,0,0,0,0,F,Pos Cannabis W/Intent Sel/Del,0,Male-African-American
1,42,25 - 45,1,0,0,0,1,F,arrest case no charge,0,Male-Caucasian
1,48,Greater than 45,0,0,0,0,2,F,Fel Drive License Perm Revoke,0,Male-African-American
1,23,Less than 25,0,0,0,1,6,F,Grand Theft in the 3rd Degree,1,Male-African-American
1,24,Less than 25,0,0,0,0,0,F,Deliver Cannabis,0,Male-African-American
1,29,25 - 45,0,0,0,0,0,F,Grand Theft in the 3rd Degree,0,Male-African-American
1,24,Less than 25,0,0,0,0,0,F,Battery on Law Enforc Officer,0,Male-African-American
1,50,Greater than 45,0,0,0,0,11,F,Manufacture Cannabis,0,Male-African-American
1,23,Less than 25,0,0,0,0,0,F,Grand Theft in the 3rd Degree,0,Male-African-American
0,22,Less than 25,1,0,0,0,0,M,Leaving Acc/Unattended Veh,0,Female-Caucasian
1,36,25 - 45,0,0,0,0,0,F,Child Abuse,0,Male-Other
0,53,Greater than 45,1,0,0,0,0,F,Possession of Cocaine,0,Female-Caucasian
0,25,25 - 45,0,0,0,0,1,M,arrest case no charge,0,Female-African-American
1,71,Greater than 45,0,0,0,0,8,F,Driving While License Revoked,0,Male-African-American
1,39,25 - 45,0,0,4,0,10,M,arrest case no charge,0,Male-African-American
0,37,25 - 45,0,0,0,0,0,F,Possession of Cocaine,0,Female-African-American
0,29,25 - 45,0,0,0,0,3,F,Possession of Cocaine,0,Female-African-American
0,23,Less than 25,0,0,0,0,0,M,Battery,0,Female-Other
0,23,Less than 25,0,0,0,0,0,F,Grand Theft in the 3rd Degree,0,Female-African-American
1,27,25 - 45,0,0,0,0,3,M,DUI Level 0.15 Or Minor In Veh,0,Male-Native American
0,53,Greater than 45,0,0,0,0,0,F,Felony Driving While Lic Suspd,0,Female-African-American
0,23,Less than 25,0,0,0,0,0,F,Aggrav Battery w/Deadly Weapon,0,Female-African-American
1,25,25 - 45,0,0,0,0,6,F,Burglary Unoccupied Dwelling,0,Male-African-American
1,23,Less than 25,0,0,0,0,2,M,Driving Under The Influence,0,Male-Other
1,27,25 - 45,0,0,0,0,4,F,Pos Cannabis W/Intent Sel/Del,1,Male-African-American
1,29,25 - 45,0,0,0,0,1,M,Susp Drivers Lic 1st Offense,0,Male-African-American
1,28,25 - 45,0,0,0,0,0,F,Possession of Hydromorphone,0,Male-Hispanic
1,31,25 - 45,0,0,0,0,0,M,Battery,0,Male-African-American
1,25,25 - 45,1,0,0,0,0,M,DUI Level 0.15 Or Minor In Veh,0,Male-Caucasian
1,47,Greater than 45,1,0,0,0,0,M,Leave Acc/Attend Veh/More $50,0,Male-Caucasian
1,37,25 - 45,0,0,0,0,4,F,Driving While License Revoked,0,Male-African-American
0,35,25 - 45,0,0,0,0,4,F,Aggravated Assault W/Dead Weap,0,Female-African-American
1,21,Less than 25,1,0,2,1,2,F,Grand Theft (Motor Vehicle),1,Male-Caucasian
1,57,Greater than 45,0,0,0,0,11,F,Possession of Cocaine,0,Male-African-American
1,48,Greater than 45,1,0,0,0,0,F,Grand Theft in the 3rd Degree,0,Male-Caucasian
1,36,25 - 45,0,0,0,0,0,F,Grand Theft in the 3rd Degree,0,Male-Other
0,37,25 - 45,0,0,0,0,3,F,Resist Officer w/Violence,0,Female-African-American
1,31,25 - 45,1,0,0,0,0,M,Battery,0,Male-Caucasian
1,31,25 - 45,1,0,0,0,2,M,DUI Property Damage/Injury,0,Male-Caucasian
1,32,25 - 45,0,0,0,1,22,F,arrest case no charge,1,Male-African-American
0,23,Less than 25,0,0,0,0,0,M,Battery,0,Female-Other
1,63,Greater than 45,0,0,0,0,0,M,DUI Level 0.15 Or Minor In Veh,0,Male-African-American
1,30,25 - 45,0,0,0,0,0,F,Felony Battery (Dom Strang),0,Male-Other
1,20,Less than 25,1,0,0,2,0,F,Grand Theft in the 3rd Degree,0,Male-Caucasian
0,24,Less than 25,0,0,0,0,1,M,Battery,1,Female-African-American
0,36,25 - 45,0,0,0,0,1,M,Susp Drivers Lic 1st Offense,0,Female-African-American
1,83,Greater than 45,0,0,0,0,0,M,Battery,0,Male-Hispanic
1,28,25 - 45,1,0,0,0,2,F,Pos Cannabis W/Intent Sel/Del,0,Male-Caucasian
0,33,25 - 45,0,0,0,0,0,M,Simulation of Legal Process,0,Female-African-American
1,39,25 - 45,0,0,0,0,0,F,Driving While License Revoked,0,Male-African-American
1,29,25 - 45,0,0,0,0,3,M,Driving Under The Influence,0,Male-Other
1,35,25 - 45,0,0,0,0,7,F,Possession of Cannabis,0,Male-African-American
1,24,Less than 25,0,0,0,1,0,F,Driving While License Revoked,0,Male-African-American
1,26,25 - 45,1,0,0,0,8,F,arrest case no charge,0,Male-Caucasian
1,28,25 - 45,0,0,0,0,14,F,Fleeing or Eluding a LEO,1,Male-African-American
1,32,25 - 45,0,0,0,0,0,M,Viol Prot Injunc Repeat Viol,0,Male-African-American
0,32,25 - 45,1,0,0,0,1,M,Battery,1,Female-Caucasian
1,29,25 - 45,0,0,1,0,16,F,Possession of Cocaine,0,Male-African-American
1,43,25 - 45,1,0,0,0,0,M,Battery,0,Male-Caucasian
1,47,Greater than 45,1,0,0,0,2,F,Tamper With Witness/Victim/CI,0,Male-Caucasian
0,23,Less than 25,0,0,0,0,1,F,arrest case no charge,0,Female-African-American
1,39,25 - 45,1,0,0,0,2,M,Battery,0,Male-Caucasian
1,33,25 - 45,0,0,0,0,0,F,arrest case no charge,0,Male-Other
1,21,Less than 25,0,0,0,0,0,F,Grand Theft of a Fire Extinquisher,1,Male-Other
1,43,25 - 45,0,1,0,0,20,F,Driving While License Revoked,0,Male-African-American
1,25,25 - 45,0,0,1,1,3,F,Fighting/Baiting Animals,1,Male-African-American
1,48,Greater than 45,0,1,0,0,25,F,arrest case no charge,1,Male-African-American
1,22,Less than 25,0,0,0,1,1,M,Battery,1,Male-African-American
1,52,Greater than 45,0,1,0,0,9,M,Battery,1,Male-African-American
1,26,25 - 45,1,0,0,0,5,F,Possession of Cocaine,1,Male-Caucasian
1,34,25 - 45,0,0,0,0,4,M,arrest case no charge,0,Male-African-American
1,56,Greater than 45,1,0,0,0,4,M,Disorderly Intoxication,0,Male-Caucasian
1,29,25 - 45,0,0,0,0,2,M,Battery,0,Male-African-American
1,37,25 - 45,0,0,0,0,6,F,Felony Petit Theft,1,Male-African-American
1,43,25 - 45,0,0,0,0,3,F,Aggrav Battery w/Deadly Weapon,0,Male-Other
1,51,Greater than 45,1,0,0,0,0,F,Burglary Dwelling Occupied,0,Male-Caucasian
1,21,Less than 25,0,0,0,1,1,F,arrest case no charge,0,Male-African-American
1,26,25 - 45,0,0,1,0,4,M,Battery,1,Male-African-American
1,48,Greater than 45,1,0,0,0,1,F,Possession of Cocaine,0,Male-Caucasian
1,26,25 - 45,1,0,0,0,0,F,Possession of Cocaine,0,Male-Caucasian
1,46,Greater than 45,1,0,0,0,0,F,Possession of Cocaine,0,Male-Caucasian
1,24,Less than 25,0,0,1,1,7,M,Battery,0,Male-African-American
0,21,Less than 25,1,0,0,0,0,M,Possess Cannabis/20 Grams Or Less,0,Female-Caucasian
1,36,25 - 45,0,0,0,0,9,M,Disorderly Intoxication,0,Male-African-American
1,30,25 - 45,0,0,0,0,5,F,Deliver Cocaine,1,Male-African-American
0,22,Less than 25,1,0,0,0,1,F,Possession Of Alprazolam,0,Female-Caucasian
1,25,25 - 45,0,0,0,0,0,F,Depriv LEO of Protect/Communic,1,Male-African-American
1,24,Less than 25,0,0,0,0,0,F,Robbery Sudd Snatch No Weapon,0,Male-African-American
1,39,25 - 45,0,0,0,0,13,F,Burglary Conveyance Unoccup,1,Male-African-American
1,46,Greater than 45,0,0,0,0,0,F,Delivery of 5-Fluoro PB-22,0,Male-Other
0,30,25 - 45,0,0,0,0,4,F,Burglary Unoccupied Dwelling,0,Female-African-American
1,40,25 - 45,1,0,0,0,0,F,Battery on a Person Over 65,0,Male-Caucasian
0,52,Greater than 45,0,0,0,0,0,F,Aggravated Assault w/Firearm,0,Female-African-American
1,23,Less than 25,0,1,0,1,3,F,Grand Theft Firearm,0,Male-African-American
0,26,25 - 45,0,0,0,0,1,M,Battery,0,Female-African-American
1,42,25 - 45,1,0,0,0,3,F,Possession of Cocaine,0,Male-Caucasian
1,28,25 - 45,0,0,0,0,1,F,arrest case no charge,0,Male-African-American
1,50,Greater than 45,1,0,0,0,1,F,Crim Use of Personal ID Info,0,Male-Caucasian
1,32,25 - 45,0,0,0,0,1,F,arrest case no charge,0,Male-African-American
1,51,Greater than 45,0,0,0,0,3,F,Grand Theft in the 3rd Degree,0,Male-African-American
1,32,25 - 45,0,0,0,0,4,F,arrest case no charge,0,Male-African-American
0,29,25 - 45,0,0,0,0,1,F,arrest case no charge,0,Female-African-American
1,43,25 - 45,0,0,0,0,0,M,Battery,0,Male-Hispanic
1,26,25 - 45,0,0,0,0,9,F,Driving While License Revoked,1,Male-African-American
1,27,25 - 45,0,0,0,0,1,M,Expired DL More Than 6 Months,0,Male-Hispanic
0,57,Greater than 45,0,0,0,0,1,M,Battery,0,Female-Hispanic
1,32,25 - 45,0,0,0,0,3,F,Burglary Unoccupied Dwelling,1,Male-African-American
0,42,25 - 45,1,0,0,0,0,M,Driving Under The Influence,0,Female-Caucasian
0,28,25 - 45,1,0,0,1,3,M,Battery,0,Female-Caucasian
0,53,Greater than 45,1,0,0,0,0,M,DUI Property Damage/Injury,0,Female-Caucasian
1,24,Less than 25,1,0,0,0,0,F,Grand Theft in the 3rd Degree,0,Male-Caucasian
1,28,25 - 45,0,0,0,0,1,F,Possession Burglary Tools,0,Male-Hispanic
1,28,25 - 45,0,0,0,0,1,F,Felony Battery (Dom Strang),0,Male-Hispanic
1,25,25 - 45,0,0,0,0,0,M,Battery,0,Male-African-American
1,52,Greater than 45,1,0,0,0,1,F,arrest case no charge,0,Male-Caucasian
1,28,25 - 45,0,0,0,0,4,M,Battery,1,Male-African-American
1,21,Less than 25,0,0,0,0,2,F,Possession of Cocaine,1,Male-African-American
1,32,25 - 45,0,0,0,0,19,F,Possession of Cocaine,1,Male-African-American
1,63,Greater than 45,0,0,0,0,3,M,Trespass Structure/Conveyance,0,Male-African-American
1,29,25 - 45,1,0,0,0,2,F,False Imprisonment,0,Male-Caucasian
1,46,Greater than 45,0,0,0,0,0,M,Battery,0,Male-African-American
1,27,25 - 45,0,0,0,0,1,F,arrest case no charge,0,Male-African-American
0,69,Greater than 45,0,0,0,0,0,M,DUI - Enhanced,0,Female-Hispanic
1,47,Greater than 45,0,0,0,0,0,M,Battery,0,Male-Hispanic
1,45,Greater than 45,0,0,0,0,1,F,Sex Offender Fail Comply W/Law,0,Male-Hispanic
0,33,25 - 45,1,0,0,0,1,M,Battery,0,Female-Caucasian
1,32,25 - 45,0,0,0,0,14,F,Grand Theft (Motor Vehicle),1,Male-African-American
1,24,Less than 25,0,0,0,0,2,F,Crim Use of Personal ID Info,0,Male-African-American
1,47,Greater than 45,0,0,0,0,0,M,Battery,0,Male-Hispanic
1,25,25 - 45,1,0,0,0,1,F,Possession of Cocaine,0,Male-Caucasian
1,21,Less than 25,0,0,0,0,1,F,Possession of Cocaine,0,Male-African-American
1,22,Less than 25,0,1,1,0,6,F,arrest case no charge,1,Male-African-American
0,26,25 - 45,1,0,0,0,0,F,Possession Of Alprazolam,0,Female-Caucasian
1,20,Less than 25,1,0,0,0,0,F,Pos Cannabis W/Intent Sel/Del,0,Male-Caucasian
1,33,25 - 45,0,0,0,0,7,F,Possession of Cocaine,1,Male-African-American
1,35,25 - 45,1,0,0,0,2,F,Child Abuse,0,Male-Caucasian
1,41,25 - 45,1,0,0,0,5,F,Felony Driving While Lic Suspd,0,Male-Caucasian
1,23,Less than 25,1,0,0,0,0,M,Viol Injunct Domestic Violence,0,Male-Caucasian
1,54,Greater than 45,0,0,0,0,0,F,Possession of Cocaine,0,Male-African-American
1,22,Less than 25,1,0,0,0,0,M,Disorderly Conduct,0,Male-Caucasian
1,30,25 - 45,0,0,0,0,1,M,Battery,0,Male-Hispanic
1,54,Greater than 45,0,0,0,0,4,M,Battery,1,Male-African-American
1,22,Less than 25,1,0,0,0,2,M,Battery,1,Male-Caucasian
1,26,25 - 45,0,0,0,0,0,M,Battery,1,Male-African-American
0,20,Less than 25,0,0,0,0,0,F,Grand Theft in the 3rd Degree,0,Female-African-American
1,29,25 - 45,0,0,0,0,0,F,Sale/Del Counterfeit Cont Subs,0,Male-African-American
0,23,Less than 25,0,0,0,0,6,M,Operating W/O Valid License,0,Female-African-American
1,35,25 - 45,0,0,0,0,1,M,arrest case no charge,0,Male-African-American
1,21,Less than 25,0,0,0,0,1,M,Battery,1,Male-African-American
1,25,25 - 45,0,0,0,0,0,F,Burglary Structure Unoccup,0,Male-Hispanic
0,30,25 - 45,0,0,0,0,3,F,Introduce Contraband Into Jail,0,Female-African-American
1,23,Less than 25,0,0,0,0,2,F,arrest case no charge,1,Male-African-American
1,32,25 - 45,1,1,0,0,8,F,Burglary Dwelling Occupied,0,Male-Caucasian
1,42,25 - 45,1,0,0,0,0,M,Lve/Scen/Acc/Veh/Prop/Damage,0,Male-Caucasian
0,22,Less than 25,0,0,0,0,0,M,Battery,0,Female-African-American
1,45,Greater than 45,0,0,0,0,2,F,Sex Battery Deft 18+/Vict 11-,0,Male-Hispanic
1,29,25 - 45,0,0,0,0,0,M,Posses/Disply Susp/Revk/Frd DL,0,Male-African-American
1,30,25 - 45,0,0,0,0,6,F,arrest case no charge,1,Male-African-American
1,51,Greater than 45,0,0,0,0,17,M,DUI Blood Alcohol Above 0.20,0,Male-African-American
1,24,Less than 25,1,0,0,0,2,F,Possession Of Alprazolam,0,Male-Caucasian
1,23,Less than 25,0,0,0,0,2,M,Battery,0,Male-African-American
1,36,25 - 45,0,0,0,0,5,F,Possession of Cocaine,0,Male-African-American
1,69,Greater than 45,0,0,0,0,0,M,Battery,0,Male-Hispanic
1,59,Greater than 45,0,0,0,0,1,M,License Suspended Revoked,0,Male-Hispanic
1,39,25 - 45,0,0,0,0,1,F,arrest case no charge,0,Male-African-American
1,29,25 - 45,0,0,0,0,2,F,Burglary Conveyance Armed,0,Male-African-American
1,44,25 - 45,1,0,0,0,6,F,Driving While License Revoked,0,Male-Caucasian
1,25,25 - 45,0,0,0,0,2,F,Grand Theft (Motor Vehicle),0,Male-African-American
1,31,25 - 45,0,0,0,0,0,F,Driving While License Revoked,0,Male-African-American
1,35,25 - 45,0,0,1,0,17,M,Battery,1,Male-African-American
1,33,25 - 45,0,0,0,0,1,F,Tamper With Witness/Victim/CI,0,Male-African-American
1,60,Greater than 45,1,0,0,0,1,F,arrest case no charge,0,Male-Caucasian
1,53,Greater than 45,0,0,0,0,0,M,Battery,0,Male-Hispanic
0,54,Greater than 45,0,0,0,0,0,F,Aggravated Assault W/Dead Weap,0,Female-African-American
1,24,Less than 25,1,1,2,0,3,M,Battery,0,Male-Caucasian
1,26,25 - 45,0,0,0,0,0,F,Unauth Poss ID Card or DL,0,Male-Hispanic
0,75,Greater than 45,0,0,0,0,5,F,arrest case no charge,0,Female-African-American
1,46,Greater than 45,1,0,0,0,0,F,Leaving the Scene of Accident,0,Male-Caucasian
1,27,25 - 45,0,0,0,0,1,F,arrest case no charge,0,Male-African-American
1,59,Greater than 45,0,0,0,0,2,M,Driving Under The Influence,0,Male-African-American
1,39,25 - 45,1,0,0,0,1,F,Money Launder 100K or More Dols,0,Male-Caucasian
1,46,Greater than 45,1,0,0,0,5,M,Battery,0,Male-Caucasian
1,25,25 - 45,0,0,0,0,1,F,Fraudulent Use of Credit Card,0,Male-Other
1,55,Greater than 45,1,0,0,0,2,F,Lewd or Lascivious Molestation,0,Male-Caucasian
1,43,25 - 45,0,0,0,0,0,M,Battery,1,Male-African-American
0,53,Greater than 45,1,0,0,0,0,M,Driving Under The Influence,0,Female-Caucasian
0,21,Less than 25,0,0,0,0,0,M,Battery,0,Female-African-American
1,40,25 - 45,0,0,0,0,0,F,Felony Battery (Dom Strang),0,Male-African-American
0,37,25 - 45,1,0,0,0,0,M,Lve/Scen/Acc/Veh/Prop/Damage,0,Female-Caucasian
1,32,25 - 45,0,0,0,0,2,M,Burglary Structure Unoccup,0,Male-African-American
1,22,Less than 25,0,0,0,0,0,M,Possess Drug Paraphernalia,0,Male-Hispanic
0,31,25 - 45,0,0,0,0,0,F,Grand Theft in the 3rd Degree,0,Female-African-American
1,47,Greater than 45,0,0,0,0,4,F,Possession of Cocaine,0,Male-African-American
1,36,25 - 45,0,0,0,0,2,F,Crim Use of Personal ID Info,0,Male-African-American
0,38,25 - 45,1,0,0,0,0,F,Child Abuse,0,Female-Caucasian
1,35,25 - 45,0,0,0,0,0,F,Grand Theft (Motor Vehicle),0,Male-Other
1,53,Greater than 45,1,0,0,0,0,F,Child Abuse,0,Male-Caucasian
1,53,Greater than 45,0,0,0,0,2,F,Felony Driving While Lic Suspd,0,Male-African-American
1,57,Greater than 45,0,0,0,0,19,F,Felony Battery w/Prior Convict,0,Male-African-American
1,21,Less than 25,0,0,0,0,0,F,Grand Theft in the 3rd Degree,1,Male-African-American
1,27,25 - 45,0,0,0,0,2,F,Agg Battery Grt/Bod/Harm,0,Male-African-American
0,49,Greater than 45,1,0,0,0,4,F,arrest case no charge,0,Female-Caucasian
1,47,Greater than 45,1,0,0,0,1,F,Possession of Cocaine,1,Male-Caucasian
1,44,25 - 45,1,0,0,0,3,F,Possession of Cocaine,0,Male-Caucasian
1,34,25 - 45,0,0,0,0,1,F,Aggravated Assault W/dead Weap,0,Male-African-American
1,38,25 - 45,0,0,0,0,0,F,Burglary Conveyance Unoccup,0,Male-Hispanic
1,50,Greater than 45,1,0,0,0,2,M,Battery,0,Male-Caucasian
1,29,25 - 45,1,0,0,0,1,M,Battery,0,Male-Caucasian
1,26,25 - 45,1,0,0,0,0,F,"Deliver 3,4 Methylenediox",0,Male-Caucasian
1,47,Greater than 45,0,0,0,0,0,M,DUI Level 0.15 Or Minor In Veh,0,Male-Hispanic
1,49,Greater than 45,1,0,0,0,0,F,Possession of Cocaine,0,Male-Caucasian
1,49,Greater than 45,0,0,0,0,1,F,Resist Officer w/Violence,1,Male-African-American
1,59,Greater than 45,1,0,0,0,2,F,arrest case no charge,0,Male-Caucasian
1,32,25 - 45,1,0,0,0,6,M,Battery,0,Male-Caucasian
1,24,Less than 25,0,0,0,2,1,M,Susp Drivers Lic 1st Offense,1,Male-African-American
1,40,25 - 45,0,0,0,0,0,M,DUI - Enhanced,0,Male-Hispanic
1,32,25 - 45,0,0,0,0,0,F,False Imprisonment,0,Male-African-American
0,54,Greater than 45,0,0,0,0,0,M,DUI Level 0.15 Or Minor In Veh,0,Female-Hispanic
1,27,25 - 45,0,0,0,1,9,F,arrest case no charge,1,Male-African-American
1,25,25 - 45,1,0,0,0,2,M,Opert With Susp DL 2nd Offens,0,Male-Caucasian
1,37,25 - 45,0,2,0,0,18,M,Battery,0,Male-African-American
1,23,Less than 25,0,0,0,0,1,F,Unauth Poss ID Card or DL,1,Male-African-American
0,20,Less than 25,0,0,0,0,0,F,Grand Theft in the 3rd Degree,0,Female-African-American
