sex,age,age_cat,race,juv_fel_count,juv_misd_count,juv_other_count,priors_count,c_charge_degree,c_charge_desc,decile_score,score_text,two_year_recid,sex-race
Female,30,25 - 45,Caucasian,0,0,0,0,M,Driving Under The Influence,2,Low,0,Female-Caucasian
Male,29,25 - 45,Caucasian,0,0,0,0,M,Battery,4,Low,1,Male-Caucasian
Male,54,Greater than 45,African-American,0,0,0,0,M,Battery,1,Low,0,Male-African-American
Male,29,25 - 45,African-American,0,0,0,4,F,False Ownership Info/Pawn Item,4,Low,1,Male-African-American
Female,59,Greater than 45,Caucasian,0,0,0,0,M,DUI Property Damage/Injury,1,Low,0,Female-Caucasian
Male,38,25 - 45,African-American,0,0,0,0,F,Tampering With Physical Evidence,5,Medium,0,Male-African-American
Male,52,Greater than 45,Hispanic,0,0,0,20,F,False Bomb Report,3,Low,0,Male-Hispanic
Male,27,25 - 45,Caucasian,0,0,0,2,F,Possession of Cocaine,5,Medium,0,Male-Caucasian
Male,51,Greater than 45,Caucasian,0,0,0,1,M,DUI Property Damage/Injury,1,Low,0,Male-Caucasian
Male,35,25 - 45,Caucasian,0,0,0,1,F,arrest case no charge,2,Low,0,Male-Caucasian
Male,52,Greater than 45,Caucasian,0,0,0,4,M,Battery,3,Low,0,Male-Caucasian
Male,48,Greater than 45,Other,0,0,0,12,F,Aggravated Assault w/Firearm,5,Medium,0,Male-Other
Female,26,25 - 45,African-American,0,0,0,0,M,Battery,2,Low,0,Female-African-American
Female,48,Greater than 45,Caucasian,0,0,0,0,M,Leave Accd/Attend Veh/Less $50,1,Low,0,Female-Caucasian
Male,30,25 - 45,Hispanic,0,0,0,7,M,Battery,4,Low,0,Male-Hispanic
Male,28,25 - 45,Other,0,0,0,2,M,Battery,1,Low,0,Male-Other
Male,33,25 - 45,African-American,0,0,0,2,M,Battery,3,Low,0,Male-African-American
Female,34,25 - 45,African-American,0,0,0,6,F,Burglary Conveyance Unoccup,4,Low,0,Female-African-American
Male,25,25 - 45,Other,0,0,0,0,M,Possess Cannabis/20 Grams Or Less,1,Low,0,Male-Other
Male,24,Less than 25,Caucasian,0,0,0,0,F,Possession of Cocaine,2,Low,0,Male-Caucasian
Male,52,Greater than 45,African-American,0,0,0,4,M,Fail Register Vehicle,5,Medium,0,Male-African-American
Male,24,Less than 25,Caucasian,0,0,0,0,F,Agg Battery Grt/Bod/Harm,2,Low,0,Male-Caucasian
Male,23,Less than 25,Caucasian,0,0,0,0,M,Battery,9,High,0,Male-Caucasian
Male,27,25 - 45,Caucasian,0,1,3,6,F,Felony Battery (Dom Strang),4,Low,0,Male-Caucasian
Male,31,25 - 45,African-American,0,0,0,0,F,Trespassing/Construction Site,2,Low,0,Male-African-American
Male,32,25 - 45,Caucasian,0,0,0,1,F,arrest case no charge,1,Low,1,Male-Caucasian
Male,37,25 - 45,Other,0,0,0,1,F,Crim Use of Personal ID Info,1,Low,0,Male-Other
Male,25,25 - 45,Caucasian,0,0,0,0,F,Possession of Cannabis,3,Low,0,Male-Caucasian
Male,32,25 - 45,Hispanic,1,1,0,20,F,arrest case no charge,10,High,0,Male-Hispanic
Male,35,25 - 45,African-American,0,0,0,0,F,Grand Theft in the 3rd Degree,7,Medium,0,Male-African-American
Male,24,Less than 25,Caucasian,0,0,1,9,M,Viol Injunct Domestic Violence,10,High,1,Male-Caucasian
Male,47,Greater than 45,Caucasian,0,0,0,1,M,Battery,1,Low,0,Male-Caucasian
Male,44,25 - 45,African-American,0,0,0,1,M,Reckless Driving,3,Low,0,Male-African-American
Male,23,Less than 25,Caucasian,0,0,0,2,F,Possession of Cannabis,2,Low,0,Male-Caucasian
Male,42,25 - 45,African-American,0,0,0,8,F,arrest case no charge,5,Medium,0,Male-African-American
Male,58,Greater than 45,African-American,0,0,0,6,F,Felony Petit Theft,6,Medium,0,Male-African-American
Male,26,25 - 45,African-American,0,0,1,3,F,Grand Theft (Motor Vehicle),6,Medium,0,Male-African-American
Female,48,Greater than 45,Other,0,0,0,0,F,Grand Theft in the 3rd Degree,1,Low,0,Female-Other
Male,21,Less than 25,African-American,0,2,0,3,F,arrest case no charge,5,Medium,1,Male-African-American
Male,63,Greater than 45,Caucasian,0,0,0,1,M,DUI Property Damage/Injury,1,Low,0,Male-Caucasian
Male,22,Less than 25,African-American,0,1,0,3,F,arrest case no charge,7,Medium,1,Male-African-American
Male,50,Greater than 45,African-American,0,0,0,3,M,Battery,3,Low,0,Male-African-American
Male,38,25 - 45,African-American,0,0,0,0,F,Burglary Dwelling Assault/Batt,1,Low,0,Male-African-American
Male,41,25 - 45,Caucasian,0,0,0,1,F,Sexual Battery / Vict 12 Yrs +,6,Medium,0,Male-Caucasian
Male,28,25 - 45,African-American,8,0,1,16,F,Aggravated Battery / Pregnant,8,High,1,Male-African-American
Female,30,25 - 45,African-American,0,0,0,0,M,Battery,3,Low,0,Female-African-American
Male,23,Less than 25,African-American,0,0,0,1,F,Agg Fleeing and Eluding,5,Medium,0,Male-African-American
Male,40,25 - 45,Caucasian,0,0,0,5,F,Neglect Child / No Bodily Harm,4,Low,0,Male-Caucasian
Male,24,Less than 25,Hispanic,0,0,0,8,F,Possession of Cannabis,8,High,0,Male-Hispanic
Male,44,25 - 45,Caucasian,0,0,0,11,M,Battery,3,Low,0,Male-Caucasian
Female,35,25 - 45,African-American,0,0,0,6,F,arrest case no charge,2,Low,1,Female-African-American
Male,42,25 - 45,Caucasian,0,0,0,0,M,Battery,1,Low,0,Male-Caucasian
Male,38,25 - 45,African-American,0,0,0,15,F,Drivg While Lic Suspd/Revk/Can,7,Medium,0,Male-African-American
Male,26,25 - 45,Hispanic,0,0,0,4,F,Possession of Cannabis,6,Medium,0,Male-Hispanic
Female,25,25 - 45,African-American,0,0,0,0,M,Resist/Obstruct W/O Violence,3,Low,0,Female-African-American
Male,64,Greater than 45,Hispanic,0,0,0,1,F,Aggravated Assault,1,Low,0,Male-Hispanic
Female,46,Greater than 45,Caucasian,0,0,0,0,M,Battery,1,Low,0,Female-Caucasian
Male,30,25 - 45,African-American,0,0,1,5,F,Driving While License Revoked,6,Medium,1,Male-African-American
Female,22,Less than 25,Caucasian,0,0,0,0,M,Battery,3,Low,0,Female-Caucasian
Male,23,Less than 25,Caucasian,0,0,0,1,M,arrest case no charge,4,Low,0,Male-Caucasian
Male,31,25 - 45,Hispanic,0,0,0,0,M,DUI Property Damage/Injury,1,Low,0,Male-Hispanic
Male,31,25 - 45,Other,0,0,0,1,F,arrest case no charge,2,Low,0,Male-Other
Male,25,25 - 45,African-American,0,0,0,0,M,Disorderly Conduct,3,Low,0,Male-African-American
Female,21,Less than 25,Caucasian,0,0,0,0,F,Burglary Unoccupied Dwelling,7,Medium,0,Female-Caucasian
Male,27,25 - 45,African-American,0,0,0,0,M,Battery,2,Low,0,Male-African-American
Male,32,25 - 45,Hispanic,0,0,0,1,F,Possession of Cocaine,1,Low,0,Male-Hispanic
Female,24,Less than 25,Caucasian,0,0,1,0,F,Burglary Unoccupied Dwelling,5,Medium,0,Female-Caucasian
Male,20,Less than 25,African-American,1,0,0,1,F,arrest case no charge,3,Low,0,Male-African-American
Male,27,25 - 45,African-American,0,0,0,3,M,Battery,7,Medium,1,Male-African-American
Male,40,25 - 45,African-American,0,0,0,0,F,Aggravated Assault w/Firearm,2,Low,0,Male-African-American
Male,22,Less than 25,African-American,0,0,0,11,F,Possession of Cocaine,10,High,1,Male-African-American
Female,38,25 - 45,African-American,0,0,0,1,F,Robbery / No Weapon,1,Low,0,Female-African-American
Male,30,25 - 45,African-American,0,0,0,1,M,Possess Cannabis/20 Grams Or Less,7,Medium,0,Male-African-American
Male,27,25 - 45,Caucasian,0,0,0,6,F,arrest case no charge,6,Medium,1,Male-Caucasian
Female,59,Greater than 45,Caucasian,0,0,0,0,M,Driving Under The Influence,1,Low,0,Female-Caucasian
Male,37,25 - 45,Caucasian,0,0,0,2,M,DUI Level 0.15 Or Minor In Veh,1,Low,0,Male-Caucasian
Male,38,25 - 45,Caucasian,0,0,0,0,F,Possession of Cocaine,1,Low,0,Male-Caucasian
Male,25,25 - 45,African-American,0,0,0,4,F,Grand Theft Firearm,5,Medium,1,Male-African-American
Male,51,Greater than 45,Caucasian,0,0,0,0,M,DUI Level 0.15 Or Minor In Veh,1,Low,0,Male-Caucasian
Male,28,25 - 45,African-American,0,0,0,10,F,Driving While License Revoked,3,Low,0,Male-African-American
Female,23,Less than 25,Caucasian,0,0,0,3,F,Poss Contr Subst W/o Prescript,10,High,0,Female-Caucasian
Female,22,Less than 25,African-American,0,0,0,0,M,Failure To Pay Taxi Cab Charge,5,Medium,0,Female-African-American
Male,31,25 - 45,African-American,0,0,0,1,M,Battery,1,Low,0,Male-African-American
Male,29,25 - 45,African-American,0,0,0,0,M,DUI Level 0.15 Or Minor In Veh,1,Low,0,Male-African-American
Male,31,25 - 45,Hispanic,0,0,0,0,M,Operating W/O Valid License,2,Low,0,Male-Hispanic
Male,27,25 - 45,Caucasian,0,0,0,5,M,Battery,9,High,0,Male-Caucasian
Male,25,25 - 45,Caucasian,0,0,0,1,F,Aggravated Assault w/Firearm,5,Medium,0,Male-Caucasian
Male,38,25 - 45,African-American,0,0,0,0,F,Felony Battery (Dom Strang),1,Low,0,Male-African-American
Male,22,Less than 25,Other,0,0,0,0,F,Grand Theft (Motor Vehicle),9,High,0,Male-Other
Female,58,Greater than 45,African-American,0,0,0,4,F,"Poss 3,4 MDMA (Ecstasy)",2,Low,1,Female-African-American
Male,21,Less than 25,African-American,0,0,1,0,F,Use Scanning Device to Defraud,3,Low,0,Male-African-American
Female,22,Less than 25,African-American,0,0,0,0,F,Grand Theft in the 3rd Degree,8,High,0,Female-African-American
Male,30,25 - 45,African-American,0,0,0,0,F,Burglary Unoccupied Dwelling,2,Low,0,Male-African-American
Female,31,25 - 45,African-American,0,0,0,10,F,Driving While License Revoked,6,Medium,0,Female-African-American
Female,45,Greater than 45,Caucasian,0,0,0,1,F,Felony Driving While Lic Suspd,6,Medium,0,Female-Caucasian
Male,27,25 - 45,African-American,0,0,0,13,F,arrest case no charge,7,Medium,1,Male-African-American
Male,38,25 - 45,Caucasian,0,0,0,1,F,Crimin Mischief Damage $1000+,1,Low,1,Male-Caucasian
Male,47,Greater than 45,African-American,0,0,0,20,F,Tamper With Witness/Victim/CI,9,High,0,Male-African-American
Male,22,Less than 25,African-American,0,1,0,3,F,arrest case no charge,7,Medium,0,Male-African-American
Male,35,25 - 45,African-American,0,0,1,1,M,Battery,9,High,1,Male-African-American
Male,65,Greater than 45,African-American,0,0,0,2,M,Violation of Injunction Order/Stalking/Cyberstalking,2,Low,1,Male-African-American
Male,35,25 - 45,African-American,0,0,0,0,M,Fail To Obey Police Officer,4,Low,0,Male-African-American
Female,33,25 - 45,African-American,0,0,0,0,F,Grand Theft (Motor Vehicle),3,Low,0,Female-African-American
Male,53,Greater than 45,Caucasian,0,0,0,1,M,Battery,1,Low,0,Male-Caucasian
Male,52,Greater than 45,Hispanic,0,0,0,0,F,Driving While License Revoked,1,Low,0,Male-Hispanic
Male,21,Less than 25,African-American,0,0,0,0,F,Obstruct Fire Equipment,5,Medium,0,Male-African-American
Male,37,25 - 45,African-American,0,0,0,11,F,Aggravated Battery / Pregnant,4,Low,0,Male-African-American
Male,30,25 - 45,Other,0,0,0,4,M,Reckless Driving,9,High,1,Male-Other
Male,54,Greater than 45,Other,0,0,0,0,F,Grand Theft (Motor Vehicle),1,Low,0,Male-Other
Female,31,25 - 45,African-American,0,0,0,0,M,Battery,1,Low,0,Female-African-American
Female,59,Greater than 45,Caucasian,0,0,0,2,F,Grand Theft in the 3rd Degree,3,Low,0,Female-Caucasian
Male,27,25 - 45,African-American,0,0,0,0,M,Possession of Cocaine,2,Low,0,Male-African-American
Male,36,25 - 45,African-American,0,0,0,0,M,Battery,7,Medium,1,Male-African-American
Male,22,Less than 25,African-American,0,0,1,3,F,arrest case no charge,9,High,0,Male-African-American
Female,28,25 - 45,Caucasian,0,0,0,0,M,DUI Property Damage/Injury,2,Low,0,Female-Caucasian
Male,23,Less than 25,African-American,0,0,1,2,M,Battery,10,High,1,Male-African-American
Male,27,25 - 45,African-American,0,0,0,3,F,Grand Theft in the 3rd Degree,4,Low,0,Male-African-American
Male,21,Less than 25,Asian,0,0,1,0,F,Att Tamper w/Physical Evidence,6,Medium,1,Male-Asian
Male,31,25 - 45,African-American,0,0,0,5,F,arrest case no charge,7,Medium,0,Male-African-American
Male,36,25 - 45,African-American,0,1,0,4,M,Battery,5,Medium,0,Male-African-American
Male,53,Greater than 45,Caucasian,0,0,0,2,F,Deliver Alprazolam,1,Low,0,Male-Caucasian
Male,28,25 - 45,African-American,0,0,0,2,M,arrest case no charge,4,Low,0,Male-African-American
Male,24,Less than 25,African-American,0,0,0,1,M,Battery,6,Medium,0,Male-African-American
Male,44,25 - 45,African-American,0,0,0,1,F,Unauth Poss ID Card or DL,1,Low,0,Male-African-American
Male,46,Greater than 45,African-American,0,0,0,0,F,Grand Theft in the 3rd Degree,1,Low,0,Male-African-American
Male,37,25 - 45,African-American,0,0,0,6,F,Child Abuse,3,Low,0,Male-African-American
Male,27,25 - 45,African-American,0,1,0,10,F,Driving While License Revoked,8,High,1,Male-African-American
Male,40,25 - 45,Caucasian,0,0,0,1,F,Manufacture Cannabis,2,Low,0,Male-Caucasian
Male,53,Greater than 45,Caucasian,0,0,0,1,F,arrest case no charge,1,Low,0,Male-Caucasian
Male,28,25 - 45,African-American,0,0,0,0,F,Felony Driving While Lic Suspd,1,Low,0,Male-African-American
Male,23,Less than 25,Hispanic,0,0,0,0,M,Driving Under The Influence,4,Low,0,Male-Hispanic
Female,46,Greater than 45,Caucasian,0,0,0,2,F,Grand Theft in the 3rd Degree,8,High,0,Female-Caucasian
Male,45,Greater than 45,African-American,0,0,0,0,M,Driving Under The Influence,1,Low,0,Male-African-American
Male,22,Less than 25,African-American,0,0,0,1,F,arrest case no charge,5,Medium,0,Male-African-American
Male,26,25 - 45,Caucasian,0,0,0,1,F,arrest case no charge,2,Low,1,Male-Caucasian
Male,62,Greater than 45,Caucasian,0,0,0,0,F,Battery on a Person Over 65,1,Low,0,Male-Caucasian
Male,24,Less than 25,Hispanic,0,0,0,1,F,Burglary Structure Unoccup,10,High,0,Male-Hispanic
Male,21,Less than 25,Caucasian,0,0,0,0,M,Battery,2,Low,0,Male-Caucasian
Male,25,25 - 45,Caucasian,0,0,0,0,F,Felony Battery,2,Low,1,Male-Caucasian
Male,68,Greater than 45,Caucasian,0,0,0,0,M,Disorderly Conduct,1,Low,0,Male-Caucasian
Male,21,Less than 25,Caucasian,0,0,0,1,F,arrest case no charge,3,Low,0,Male-Caucasian
Female,37,25 - 45,Hispanic,0,0,0,1,F,Grand Theft in the 3rd Degree,3,Low,0,Female-Hispanic
Male,22,Less than 25,African-American,0,0,0,0,F,Pos Cannabis W/Intent Sel/Del,8,High,0,Male-African-American
Male,42,25 - 45,Caucasian,0,0,0,1,F,arrest case no charge,1,Low,0,Male-Caucasian
Male,48,Greater than 45,African-American,0,0,0,2,F,Fel Drive License Perm Revoke,6,Medium,0,Male-African-American
Male,23,Less than 25,African-American,0,0,1,6,F,Grand Theft in the 3rd Degree,9,High,1,Male-African-American
Male,24,Less than 25,African-American,0,0,0,0,F,Deliver Cannabis,8,High,0,Male-African-American
Male,29,25 - 45,African-American,0,0,0,0,F,Grand Theft in the 3rd Degree,2,Low,0,Male-African-American
Male,24,Less than 25,African-American,0,0,0,0,F,Battery on Law Enforc Officer,3,Low,0,Male-African-American
Male,50,Greater than 45,African-American,0,0,0,11,F,Manufacture Cannabis,9,High,0,Male-African-American
Male,23,Less than 25,African-American,0,0,0,0,F,Grand Theft in the 3rd Degree,2,Low,0,Male-African-American
Female,22,Less than 25,Caucasian,0,0,0,0,M,Leaving Acc/Unattended Veh,5,Medium,0,Female-Caucasian
Male,36,25 - 45,Other,0,0,0,0,F,Child Abuse,1,Low,0,Male-Other
Female,53,Greater than 45,Caucasian,0,0,0,0,F,Possession of Cocaine,1,Low,0,Female-Caucasian
Female,25,25 - 45,African-American,0,0,0,1,M,arrest case no charge,9,High,0,Female-African-American
Male,71,Greater than 45,African-American,0,0,0,8,F,Driving While License Revoked,1,Low,0,Male-African-American
Male,39,25 - 45,African-American,0,4,0,10,M,arrest case no charge,9,High,0,Male-African-American
Female,37,25 - 45,African-American,0,0,0,0,F,Possession of Cocaine,5,Medium,0,Female-African-American
Female,29,25 - 45,African-American,0,0,0,3,F,Possession of Cocaine,5,Medium,0,Female-African-American
Female,23,Less than 25,Other,0,0,0,0,M,Battery,10,High,0,Female-Other
Female,23,Less than 25,African-American,0,0,0,0,F,Grand Theft in the 3rd Degree,2,Low,0,Female-African-American
Male,27,25 - 45,Native American,0,0,0,3,M,DUI Level 0.15 Or Minor In Veh,7,Medium,0,Male-Native American
Female,53,Greater than 45,African-American,0,0,0,0,F,Felony Driving While Lic Suspd,1,Low,0,Female-African-American
Female,23,Less than 25,African-American,0,0,0,0,F,Aggrav Battery w/Deadly Weapon,7,Medium,0,Female-African-American
Male,25,25 - 45,African-American,0,0,0,6,F,Burglary Unoccupied Dwelling,6,Medium,0,Male-African-American
Male,23,Less than 25,Other,0,0,0,2,M,Driving Under The Influence,4,Low,0,Male-Other
Male,27,25 - 45,African-American,0,0,0,4,F,Pos Cannabis W/Intent Sel/Del,9,High,1,Male-African-American
Male,29,25 - 45,African-American,0,0,0,1,M,Susp Drivers Lic 1st Offense,4,Low,0,Male-African-American
Male,28,25 - 45,Hispanic,0,0,0,0,F,Possession of Hydromorphone,2,Low,0,Male-Hispanic
Male,31,25 - 45,African-American,0,0,0,0,M,Battery,2,Low,0,Male-African-American
Male,25,25 - 45,Caucasian,0,0,0,0,M,DUI Level 0.15 Or Minor In Veh,2,Low,0,Male-Caucasian
Male,47,Greater than 45,Caucasian,0,0,0,0,M,Leave Acc/Attend Veh/More $50,1,Low,0,Male-Caucasian
Male,37,25 - 45,African-American,0,0,0,4,F,Driving While License Revoked,2,Low,0,Male-African-American
Female,35,25 - 45,African-American,0,0,0,4,F,Aggravated Assault W/Dead Weap,5,Medium,0,Female-African-American
Male,21,Less than 25,Caucasian,0,2,1,2,F,Grand Theft (Motor Vehicle),9,High,1,Male-Caucasian
Male,57,Greater than 45,African-American,0,0,0,11,F,Possession of Cocaine,6,Medium,0,Male-African-American
Male,48,Greater than 45,Caucasian,0,0,0,0,F,Grand Theft in the 3rd Degree,7,Medium,0,Male-Caucasian
Male,36,25 - 45,Other,0,0,0,0,F,Grand Theft in the 3rd Degree,1,Low,0,Male-Other
Female,37,25 - 45,African-American,0,0,0,3,F,Resist Officer w/Violence,7,Medium,0,Female-African-American
Male,31,25 - 45,Caucasian,0,0,0,0,M,Battery,1,Low,0,Male-Caucasian
Male,31,25 - 45,Caucasian,0,0,0,2,M,DUI Property Damage/Injury,3,Low,0,Male-Caucasian
Male,32,25 - 45,African-American,0,0,1,22,F,arrest case no charge,9,High,1,Male-African-American
Female,23,Less than 25,Other,0,0,0,0,M,Battery,4,Low,0,Female-Other
Male,63,Greater than 45,African-American,0,0,0,0,M,DUI Level 0.15 Or Minor In Veh,1,Low,0,Male-African-American
Male,30,25 - 45,Other,0,0,0,0,F,Felony Battery (Dom Strang),1,Low,0,Male-Other
Male,20,Less than 25,Caucasian,0,0,2,0,F,Grand Theft in the 3rd Degree,4,Low,0,Male-Caucasian
Female,24,Less than 25,African-American,0,0,0,1,M,Battery,5,Medium,1,Female-African-American
Female,36,25 - 45,African-American,0,0,0,1,M,Susp Drivers Lic 1st Offense,2,Low,0,Female-African-American
Male,83,Greater than 45,Hispanic,0,0,0,0,M,Battery,1,Low,0,Male-Hispanic
Male,28,25 - 45,Caucasian,0,0,0,2,F,Pos Cannabis W/Intent Sel/Del,6,Medium,0,Male-Caucasian
Female,33,25 - 45,African-American,0,0,0,0,M,Simulation of Legal Process,2,Low,0,Female-African-American
Male,39,25 - 45,African-American,0,0,0,0,F,Driving While License Revoked,3,Low,0,Male-African-American
Male,29,25 - 45,Other,0,0,0,3,M,Driving Under The Influence,7,Medium,0,Male-Other
Male,35,25 - 45,African-American,0,0,0,7,F,Possession of Cannabis,6,Medium,0,Male-African-American
Male,24,Less than 25,African-American,0,0,1,0,F,Driving While License Revoked,3,Low,0,Male-African-American
Male,26,25 - 45,Caucasian,0,0,0,8,F,arrest case no charge,4,Low,0,Male-Caucasian
Male,28,25 - 45,African-American,0,0,0,14,F,Fleeing or Eluding a LEO,7,Medium,1,Male-African-American
Male,32,25 - 45,African-American,0,0,0,0,M,Viol Prot Injunc Repeat Viol,5,Medium,0,Male-African-American
Female,32,25 - 45,Caucasian,0,0,0,1,M,Battery,3,Low,1,Female-Caucasian
Male,29,25 - 45,African-American,0,1,0,16,F,Possession of Cocaine,10,High,0,Male-African-American
Male,43,25 - 45,Caucasian,0,0,0,0,M,Battery,1,Low,0,Male-Caucasian
Male,47,Greater than 45,Caucasian,0,0,0,2,F,Tamper With Witness/Victim/CI,4,Low,0,Male-Caucasian
Female,23,Less than 25,African-American,0,0,0,1,F,arrest case no charge,3,Low,0,Female-African-American
Male,39,25 - 45,Caucasian,0,0,0,2,M,Battery,2,Low,0,Male-Caucasian
Male,33,25 - 45,Other,0,0,0,0,F,arrest case no charge,1,Low,0,Male-Other
Male,21,Less than 25,Other,0,0,0,0,F,Grand Theft of a Fire Extinquisher,3,Low,1,Male-Other
Male,43,25 - 45,African-American,1,0,0,20,F,Driving While License Revoked,8,High,0,Male-African-American
Male,25,25 - 45,African-American,0,1,1,3,F,Fighting/Baiting Animals,8,High,1,Male-African-American
Male,48,Greater than 45,African-American,1,0,0,25,F,arrest case no charge,10,High,1,Male-African-American
Male,22,Less than 25,African-American,0,0,1,1,M,Battery,7,Medium,1,Male-African-American
Male,52,Greater than 45,African-American,1,0,0,9,M,Battery,8,High,1,Male-African-American
Male,26,25 - 45,Caucasian,0,0,0,5,F,Possession of Cocaine,4,Low,1,Male-Caucasian
Male,34,25 - 45,African-American,0,0,0,4,M,arrest case no charge,2,Low,0,Male-African-American
Male,56,Greater than 45,Caucasian,0,0,0,4,M,Disorderly Intoxication,1,Low,0,Male-Caucasian
Male,29,25 - 45,African-American,0,0,0,2,M,Battery,4,Low,0,Male-African-American
Male,37,25 - 45,African-American,0,0,0,6,F,Felony Petit Theft,5,Medium,1,Male-African-American
Male,43,25 - 45,Other,0,0,0,3,F,Aggrav Battery w/Deadly Weapon,2,Low,0,Male-Other
Male,51,Greater than 45,Caucasian,0,0,0,0,F,Burglary Dwelling Occupied,1,Low,0,Male-Caucasian
Male,21,Less than 25,African-American,0,0,1,1,F,arrest case no charge,8,High,0,Male-African-American
Male,26,25 - 45,African-American,0,1,0,4,M,Battery,8,High,1,Male-African-American
Male,48,Greater than 45,Caucasian,0,0,0,1,F,Possession of Cocaine,2,Low,0,Male-Caucasian
