age,education-num,race,capital-gain,capital-loss,hours-per-week,income-per-year,sex
37,9,0,0,0,40,<=50K,Male
36,9,1,0,0,18,<=50K,Female
59,9,1,0,0,38,>50K,Female
34,9,1,0,0,40,<=50K,Male
53,16,1,0,0,70,>50K,Male
51,13,1,0,0,55,>50K,Male
32,6,1,0,0,42,<=50K,Female
31,10,1,0,0,40,<=50K,Male
22,10,1,0,0,30,<=50K,Female
47,13,1,0,0,50,<=50K,Female
32,9,1,0,0,40,<=50K,Male
26,10,1,0,0,38,<=50K,Female
37,3,1,0,0,32,<=50K,Male
31,9,1,0,0,55,<=50K,Male
37,11,1,0,0,24,>50K,Female
55,9,1,0,0,38,<=50K,Male
23,11,1,0,0,56,<=50K,Male
36,10,1,0,0,40,<=50K,Female
43,13,1,0,0,50,>50K,Male
54,10,1,0,0,40,<=50K,Male
28,11,1,0,1669,42,<=50K,Female
40,11,1,0,0,50,>50K,Male
41,10,1,0,0,60,<=50K,Male
40,13,0,0,0,55,>50K,Female
42,10,0,0,0,38,<=50K,Female
61,9,1,0,2352,50,<=50K,Male
18,8,1,0,0,30,<=50K,Male
48,11,1,0,0,50,>50K,Male
41,13,1,0,0,40,<=50K,Male
23,9,1,2463,0,40,<=50K,Female
60,9,1,0,0,60,>50K,Male
22,10,0,0,0,20,<=50K,Male
61,9,1,0,0,40,<=50K,Male
25,9,0,0,0,40,<=50K,Male
46,14,1,0,0,35,>50K,Male
43,13,1,0,1902,40,>50K,Male
43,12,1,0,0,40,<=50K,Male
24,9,0,0,1721,30,<=50K,Male
68,7,1,0,0,20,<=50K,Male
31,9,1,0,0,38,<=50K,Female
17,7,1,0,0,20,<=50K,Female
32,9,1,5178,0,48,>50K,Male
33,13,1,3103,0,47,>50K,Male
64,13,1,0,0,40,>50K,Male
20,9,1,0,0,30,<=50K,Male
30,9,1,0,0,36,<=50K,Female
43,10,1,0,0,45,<=50K,Male
22,10,1,0,0,40,<=50K,Male
17,6,1,0,0,20,<=50K,Male
47,9,1,0,0,75,<=50K,Female
41,11,1,0,0,60,<=50K,Female
56,10,1,0,0,50,>50K,Male
64,9,1,0,0,45,<=50K,Male
47,9,1,0,0,50,>50K,Male
48,11,1,0,0,40,<=50K,Male
31,14,1,0,0,46,<=50K,Female
29,11,1,0,0,40,<=50K,Male
30,9,1,0,0,40,<=50K,Female
32,9,1,0,1672,60,<=50K,Male
57,9,1,0,653,42,>50K,Male
62,9,1,0,0,40,<=50K,Female
39,9,1,0,0,24,<=50K,Female
43,10,1,0,0,25,<=50K,Male
24,13,1,0,0,40,<=50K,Male
53,10,1,4386,0,40,>50K,Female
26,10,1,0,0,40,<=50K,Male
73,9,1,0,0,40,<=50K,Male
55,9,1,0,0,40,<=50K,Male
25,9,1,0,0,40,<=50K,Male
41,13,1,0,0,50,>50K,Female
24,13,1,0,0,50,<=50K,Male
63,9,1,0,0,6,<=50K,Male
17,7,1,0,0,20,<=50K,Male
35,10,1,0,0,50,<=50K,Male
51,10,1,0,0,40,>50K,Male
62,13,1,0,0,48,<=50K,Female
55,9,1,4386,0,40,>50K,Male
43,10,1,0,0,40,<=50K,Male
40,9,1,0,0,50,<=50K,Female
37,13,1,0,0,45,>50K,Male
39,13,1,0,0,40,<=50K,Male
31,9,1,0,0,18,<=50K,Male
61,14,1,0,0,40,>50K,Female
26,11,1,0,0,55,<=50K,Female
46,9,1,0,0,50,<=50K,Male
26,13,1,0,0,40,<=50K,Female
48,16,1,0,0,50,>50K,Male
34,9,1,0,0,40,<=50K,Male
34,9,1,0,0,40,<=50K,Female
59,9,1,0,0,40,>50K,Male
34,13,1,0,0,40,<=50K,Female
49,13,1,0,0,56,>50K,Female
18,7,1,0,0,20,<=50K,Female
43,9,1,0,0,40,<=50K,Male
48,7,1,0,0,50,<=50K,Male
28,10,1,0,0,70,<=50K,Male
33,9,1,0,0,40,<=50K,Male
24,10,1,0,0,15,<=50K,Female
21,6,1,0,0,40,<=50K,Male
17,7,1,0,0,28,<=50K,Male
39,10,1,0,0,50,>50K,Male
29,13,1,0,0,40,<=50K,Male
44,13,1,0,0,40,>50K,Male
24,10,1,0,0,50,<=50K,Male
71,14,1,10605,0,40,>50K,Male
51,13,0,0,2415,40,>50K,Male
55,3,0,0,0,25,<=50K,Male
41,13,1,0,0,60,>50K,Male
23,9,0,0,0,7,<=50K,Female
38,11,1,0,0,40,<=50K,Female
39,9,1,0,0,40,>50K,Male
19,9,1,0,0,30,<=50K,Female
49,5,1,0,0,40,<=50K,Female
32,13,1,0,0,40,>50K,Male
27,9,1,0,0,70,<=50K,Male
38,13,1,0,0,50,>50K,Male
33,10,1,0,0,60,<=50K,Female
23,13,1,0,0,28,<=50K,Male
54,9,0,0,0,40,<=50K,Male
29,11,1,2174,0,45,<=50K,Female
35,13,1,0,0,40,<=50K,Male
28,11,0,0,0,40,<=50K,Female
37,13,1,7688,0,50,>50K,Male
42,15,1,0,0,65,>50K,Male
40,14,1,0,0,40,<=50K,Male
47,10,1,0,0,55,<=50K,Male
22,13,1,0,0,50,<=50K,Female
30,13,1,0,0,45,>50K,Male
28,9,1,0,0,40,<=50K,Male
63,4,1,0,0,55,<=50K,Male
51,5,1,0,0,20,<=50K,Male
22,9,1,0,0,40,<=50K,Female
35,9,1,0,0,45,<=50K,Male
46,9,1,0,0,38,<=50K,Female
37,10,1,0,0,52,<=50K,Male
24,13,0,0,0,15,<=50K,Male
37,9,1,0,0,10,<=50K,Male
53,10,1,0,0,40,<=50K,Male
27,9,1,0,0,30,<=50K,Male
38,10,1,0,0,44,<=50K,Male
53,6,1,0,0,60,<=50K,Male
34,10,1,0,0,40,<=50K,Male
23,9,0,0,0,40,<=50K,Male
39,13,1,15024,0,45,>50K,Male
43,14,0,0,0,50,<=50K,Female
67,9,0,0,0,40,>50K,Male
81,9,1,0,0,30,<=50K,Male
21,10,1,0,0,20,<=50K,Male
23,10,1,0,0,25,<=50K,Male
25,10,1,0,0,40,<=50K,Male
42,3,1,0,0,38,<=50K,Female
38,10,0,0,0,40,<=50K,Female
32,9,1,0,0,40,<=50K,Male
37,9,1,0,0,40,<=50K,Male
51,14,1,0,0,60,>50K,Male
22,10,1,0,0,42,<=50K,Female
33,2,1,0,0,40,<=50K,Female
42,9,1,0,0,55,<=50K,Male
51,1,1,0,0,40,<=50K,Male
23,9,1,0,0,40,<=50K,Female
37,7,1,3103,0,44,>50K,Male
37,9,1,0,0,99,>50K,Male
47,14,1,0,0,25,<=50K,Female
41,15,1,0,2415,40,>50K,Male
33,9,1,0,0,30,<=50K,Male
31,13,1,0,0,40,>50K,Male
31,12,0,0,0,40,<=50K,Female
35,9,0,0,0,40,<=50K,Male
38,9,1,0,0,40,>50K,Male
18,9,1,0,0,45,<=50K,Female
20,9,1,0,0,40,<=50K,Male
54,10,0,0,0,35,<=50K,Female
40,10,1,0,0,40,<=50K,Female
36,13,1,0,1977,45,>50K,Female
43,10,1,0,0,35,<=50K,Male
44,10,1,0,0,40,<=50K,Male
44,9,1,0,0,40,>50K,Female
43,14,1,0,0,43,>50K,Male
51,4,0,0,0,40,<=50K,Female
18,9,1,0,0,20,<=50K,Female
51,10,1,0,0,40,<=50K,Male
44,10,1,0,0,70,>50K,Male
33,6,1,0,0,40,<=50K,Male
33,13,1,0,0,40,>50K,Male
42,12,1,0,0,40,>50K,Male
25,10,1,0,0,45,<=50K,Male
32,9,1,0,0,38,<=50K,Female
32,13,1,0,0,70,<=50K,Male
36,6,1,0,0,40,<=50K,Female
28,9,1,0,0,40,<=50K,Male
20,9,1,0,0,20,<=50K,Female
35,10,1,0,0,60,>50K,Male
55,9,1,0,0,20,<=50K,Male
48,13,0,0,0,40,>50K,Male
34,9,1,0,0,35,>50K,Male
28,13,1,0,0,35,<=50K,Female
67,13,1,0,2392,40,>50K,Male
37,9,1,0,0,40,<=50K,Male
44,9,1,0,0,70,<=50K,Male
25,10,1,0,0,40,<=50K,Female
21,10,1,4101,0,40,<=50K,Female
40,14,1,0,0,35,>50K,Male
78,9,0,2964,0,40,<=50K,Female
34,9,1,0,0,40,<=50K,Male
49,9,1,0,0,44,<=50K,Female
22,12,1,0,0,40,<=50K,Female
60,9,1,0,0,42,<=50K,Male
45,9,1,0,0,40,>50K,Male
63,11,1,0,0,20,<=50K,Female
41,9,0,0,0,35,<=50K,Female
47,9,1,0,0,40,<=50K,Female
44,9,1,0,0,40,<=50K,Male
51,10,1,3325,0,40,<=50K,Female
46,13,1,0,1504,40,<=50K,Male
41,11,1,0,0,40,<=50K,Male
50,9,1,0,0,30,<=50K,Male
47,9,1,0,0,50,>50K,Male
35,9,1,0,0,45,<=50K,Male
56,9,1,0,0,55,>50K,Male
45,14,1,0,0,45,<=50K,Male
48,13,1,0,0,58,>50K,Male
40,10,1,2580,0,40,<=50K,Male
39,13,1,15024,0,50,>50K,Male
20,10,1,0,0,40,<=50K,Male
50,16,1,0,1902,65,>50K,Male
38,9,1,0,0,40,>50K,Female
23,13,1,0,0,60,<=50K,Female
31,9,1,0,0,16,<=50K,Male
58,13,1,0,0,40,<=50K,Male
66,9,0,0,0,40,<=50K,Male
39,9,1,0,0,40,>50K,Male
54,9,1,15024,0,52,>50K,Male
26,10,1,0,0,50,<=50K,Male
51,9,1,0,0,40,<=50K,Female
34,11,1,0,0,40,<=50K,Male
50,9,1,3103,0,40,>50K,Male
42,10,1,0,0,44,>50K,Male
38,14,1,0,0,25,<=50K,Male
48,4,1,0,0,40,<=50K,Male
33,11,1,0,0,40,>50K,Female
51,9,1,0,0,32,<=50K,Female
22,9,1,0,0,40,<=50K,Male
41,10,1,0,0,50,<=50K,Male
48,14,1,0,0,35,>50K,Male
42,9,1,0,0,30,<=50K,Female
34,10,1,0,0,40,<=50K,Male
23,9,0,0,0,40,<=50K,Female
56,9,1,0,0,50,<=50K,Male
45,9,1,0,0,55,>50K,Male
48,6,1,0,0,40,<=50K,Female
48,14,0,0,0,50,<=50K,Male
31,11,1,0,0,40,<=50K,Female
20,12,1,0,1719,20,<=50K,Male
27,10,1,0,0,40,<=50K,Male
32,9,0,0,0,40,<=50K,Female
37,9,1,0,0,75,<=50K,Male
34,9,0,0,0,30,<=50K,Female
90,9,1,0,0,40,<=50K,Female
23,10,0,0,0,40,<=50K,Female
43,10,1,0,0,40,<=50K,Female
44,13,1,7688,0,60,>50K,Male
24,10,1,0,0,37,<=50K,Female
28,15,1,0,0,55,<=50K,Male
23,10,1,0,0,40,<=50K,Male
20,10,1,0,0,50,<=50K,Female
36,13,1,0,1902,50,>50K,Male
61,9,1,0,0,40,<=50K,Male
53,13,1,0,0,40,>50K,Male
30,13,1,7298,0,40,>50K,Male
52,10,1,0,0,55,>50K,Male
38,10,1,0,0,40,<=50K,Male
32,13,1,0,0,40,<=50K,Male
30,8,1,0,0,75,<=50K,Male
41,11,1,0,0,40,<=50K,Female
49,14,1,0,1902,40,>50K,Male
45,9,1,0,0,47,>50K,Male
43,9,1,0,0,35,<=50K,Male
61,9,1,3471,0,40,<=50K,Male
54,9,1,0,0,32,<=50K,Male
34,12,1,0,0,40,<=50K,Female
49,10,1,0,0,80,>50K,Male
38,10,1,0,0,40,<=50K,Male
35,15,1,0,1977,80,>50K,Male
36,8,1,0,0,40,<=50K,Male
30,13,1,0,0,50,<=50K,Male
36,12,1,0,0,60,<=50K,Female
22,13,1,0,0,20,<=50K,Female
38,9,1,0,1902,40,>50K,Male
37,9,1,0,0,50,>50K,Male
48,16,1,0,1902,46,>50K,Female
17,7,1,0,0,15,<=50K,Male
19,10,1,0,0,20,<=50K,Male
27,13,0,0,1590,40,<=50K,Female
22,13,0,0,0,50,<=50K,Male
49,9,1,0,0,40,<=50K,Male
43,11,1,0,0,40,>50K,Female
43,13,1,0,0,40,<=50K,Female
19,9,1,0,0,35,<=50K,Female
58,9,1,0,0,60,<=50K,Male
41,10,1,0,0,40,>50K,Male
31,10,1,0,0,40,<=50K,Male
30,11,1,0,0,40,<=50K,Male
32,9,1,0,0,40,<=50K,Male
29,13,1,0,0,35,<=50K,Male
42,10,1,7298,0,52,>50K,Male
38,9,1,0,0,28,<=50K,Male
41,12,1,0,0,40,>50K,Male
44,13,1,0,0,50,>50K,Male
31,16,0,0,0,60,<=50K,Male
34,9,1,0,0,40,<=50K,Male
21,10,1,0,0,40,<=50K,Male
22,13,0,0,0,20,<=50K,Male
62,6,1,0,0,40,<=50K,Male
29,9,1,0,1977,25,>50K,Female
43,10,1,0,0,40,<=50K,Female
45,13,1,0,0,60,>50K,Male
39,5,1,0,1651,40,<=50K,Male
41,13,0,0,0,50,<=50K,Male
34,12,1,0,0,25,>50K,Female
34,9,1,0,0,33,<=50K,Female
31,13,1,0,0,47,<=50K,Male
29,9,1,0,0,25,<=50K,Male
41,13,1,3103,0,40,>50K,Male
41,11,1,0,0,55,<=50K,Male
35,14,1,0,0,45,>50K,Male
33,13,1,0,0,45,>50K,Female
37,13,1,0,0,38,<=50K,Male
69,9,1,0,0,40,<=50K,Female
34,9,1,0,0,40,<=50K,Female
36,10,1,0,0,40,<=50K,Male
41,9,1,0,0,50,<=50K,Male
58,13,1,0,0,40,>50K,Female
53,13,0,0,0,40,<=50K,Male
29,10,1,0,0,40,<=50K,Male
45,9,1,4865,0,40,<=50K,Female
34,10,1,0,0,38,<=50K,Male
36,13,1,0,0,40,<=50K,Male
48,10,0,0,0,35,<=50K,Female
20,11,1,0,0,40,<=50K,Female
35,9,1,0,0,50,>50K,Male
63,9,0,0,0,40,<=50K,Male
41,10,1,0,0,45,<=50K,Male
28,13,1,0,0,45,<=50K,Male
30,10,0,0,0,40,<=50K,Female
31,9,1,0,0,40,<=50K,Female
37,11,1,0,0,38,<=50K,Female
31,10,1,0,0,50,>50K,Male
46,14,1,0,0,45,>50K,Male
35,9,0,0,0,60,>50K,Male
27,9,1,0,0,53,<=50K,Male
41,2,1,0,0,35,<=50K,Male
19,10,1,0,0,20,<=50K,Female
20,10,1,0,0,45,<=50K,Male
59,9,1,0,0,40,<=50K,Female
40,13,1,0,0,37,<=50K,Male
56,10,1,0,0,60,<=50K,Male
33,14,1,15024,0,44,>50K,Male
30,10,1,0,0,60,<=50K,Female
46,9,1,0,0,50,<=50K,Male
61,9,1,0,0,35,>50K,Male
50,9,1,7298,0,40,>50K,Male
25,9,1,0,0,30,<=50K,Male
40,10,1,0,0,39,<=50K,Female
51,9,1,0,0,54,<=50K,Male
43,9,1,0,0,40,<=50K,Male
34,10,1,0,0,54,<=50K,Male
46,9,1,0,0,45,>50K,Male
28,14,1,0,0,50,>50K,Female
20,9,1,0,0,28,<=50K,Male
44,11,1,3411,0,40,<=50K,Male
51,9,1,0,0,40,<=50K,Male
33,13,1,0,0,60,>50K,Male
54,12,1,0,0,40,>50K,Male
50,13,1,0,1977,40,>50K,Female
33,9,0,0,0,40,<=50K,Female
65,13,1,10605,0,20,>50K,Male
88,15,1,0,0,40,<=50K,Male
40,9,1,0,0,40,<=50K,Male
51,9,1,0,0,43,<=50K,Female
50,7,0,0,0,40,<=50K,Female
25,14,1,0,0,99,>50K,Male
20,11,1,0,0,30,<=50K,Male
47,9,1,0,0,40,<=50K,Male
22,11,1,0,0,30,<=50K,Female
50,9,1,0,0,48,>50K,Male
47,9,1,0,0,40,<=50K,Female
24,7,0,0,0,45,<=50K,Male
40,13,1,0,0,45,>50K,Female
36,13,1,0,0,40,<=50K,Male
32,9,1,0,0,40,<=50K,Male
44,9,1,0,0,40,<=50K,Male
59,10,0,0,0,40,<=50K,Female
65,9,1,0,0,30,<=50K,Male
24,13,1,0,0,65,<=50K,Female
27,13,1,0,0,35,<=50K,Male
51,11,1,0,0,40,<=50K,Male
48,10,1,0,0,40,>50K,Male
39,9,1,0,0,60,<=50K,Male
28,13,1,0,0,40,<=50K,Male
19,10,1,0,0,25,<=50K,Female
49,13,0,0,0,40,<=50K,Female
51,12,1,0,0,60,<=50K,Male
59,14,1,0,0,55,<=50K,Male
18,9,1,0,0,40,<=50K,Female
45,9,0,0,0,80,>50K,Male
30,13,1,0,0,50,>50K,Male
37,13,1,0,0,35,<=50K,Male
44,13,1,0,0,40,>50K,Male
33,10,0,0,0,40,<=50K,Male
61,14,1,0,0,40,>50K,Male
61,9,1,0,0,40,<=50K,Male
38,13,1,0,0,42,>50K,Male
36,9,1,0,0,45,<=50K,Male
44,10,1,5178,0,60,>50K,Male
37,10,1,0,0,62,<=50K,Male
31,10,1,0,0,20,<=50K,Female
54,16,1,15024,0,45,>50K,Male
20,10,1,0,0,16,<=50K,Male
48,10,0,7688,0,40,>50K,Male
31,13,1,4650,0,45,<=50K,Male
38,15,1,0,0,40,>50K,Male
45,9,1,0,0,40,>50K,Male
48,9,1,0,0,40,<=50K,Male
53,10,1,0,0,40,<=50K,Male
55,9,1,0,0,40,<=50K,Female
29,9,1,0,0,40,<=50K,Female
36,13,1,0,0,60,>50K,Male
42,10,1,0,0,60,<=50K,Male
50,9,1,0,0,40,<=50K,Female
75,15,1,0,0,35,<=50K,Male
46,13,1,0,1902,40,>50K,Male
52,9,1,0,0,40,<=50K,Female
27,13,1,0,0,40,<=50K,Female
43,9,1,0,0,45,<=50K,Male
31,7,0,0,0,42,<=50K,Female
23,10,1,0,0,30,<=50K,Female
34,9,1,0,0,24,<=50K,Female
41,9,1,0,0,40,<=50K,Female
31,9,1,0,0,30,<=50K,Female
42,10,1,0,0,40,<=50K,Female
35,14,1,0,0,45,>50K,Male
55,9,1,0,0,25,<=50K,Female
36,9,1,0,0,40,<=50K,Female
65,9,1,0,0,59,>50K,Male
38,10,1,0,0,12,<=50K,Male
62,10,1,0,0,20,<=50K,Female
54,15,1,99999,0,60,>50K,Male
49,9,1,0,0,40,<=50K,Male
34,9,1,0,0,40,<=50K,Female
32,9,1,0,0,40,<=50K,Female
51,14,1,15024,0,50,>50K,Male
48,10,1,0,0,60,<=50K,Male
52,9,1,0,0,43,<=50K,Female
28,10,1,0,1762,40,<=50K,Male
29,9,0,0,0,40,<=50K,Male
38,13,1,0,0,50,<=50K,Female
57,9,1,0,0,50,>50K,Male
43,13,1,0,0,40,>50K,Male
37,10,1,0,0,40,<=50K,Male
30,9,1,0,0,40,<=50K,Male
53,9,1,0,0,48,>50K,Male
73,9,1,0,0,37,<=50K,Female
22,10,1,0,0,35,<=50K,Male
31,9,1,0,0,45,<=50K,Female
38,13,1,0,1887,40,>50K,Male
50,10,1,0,0,35,<=50K,Male
37,10,1,0,0,37,<=50K,Male
44,13,1,0,0,40,<=50K,Male
47,13,0,0,0,45,<=50K,Female
27,10,1,0,0,40,<=50K,Male
28,12,1,0,0,80,<=50K,Female
25,9,0,0,0,40,<=50K,Female
20,10,1,0,0,40,<=50K,Female
51,13,1,0,0,40,>50K,Male
46,13,1,0,1977,40,>50K,Male
67,13,1,6514,0,7,>50K,Male
47,9,1,0,0,35,<=50K,Male
42,9,1,0,0,40,<=50K,Male
52,9,1,0,1876,50,<=50K,Male
42,12,0,0,0,40,>50K,Female
21,10,0,0,0,10,<=50K,Male
50,9,1,5178,0,40,>50K,Female
46,10,1,0,0,40,<=50K,Male
47,13,1,15024,0,50,>50K,Male
57,6,1,0,0,40,<=50K,Male
37,13,1,0,0,45,<=50K,Male
50,9,1,0,0,40,<=50K,Male
63,2,1,0,0,30,<=50K,Female
39,9,1,0,0,65,<=50K,Male
46,14,0,0,0,35,<=50K,Male
36,9,1,0,0,40,<=50K,Male
26,3,1,0,1628,50,<=50K,Male
21,10,1,0,0,57,<=50K,Male
41,12,1,0,0,40,<=50K,Male
44,10,0,0,0,40,<=50K,Male
22,9,1,0,0,40,<=50K,Male
29,10,0,0,0,60,<=50K,Male
29,9,0,0,0,40,<=50K,Female
58,10,1,0,0,40,>50K,Female
36,15,1,0,0,50,<=50K,Male
30,11,1,0,0,48,<=50K,Male
37,13,1,0,0,43,>50K,Male
29,11,1,0,0,40,<=50K,Male
26,3,1,0,0,40,<=50K,Female
43,9,1,0,0,45,<=50K,Male
49,9,1,0,0,40,>50K,Female
45,13,1,0,0,40,<=50K,Male
28,13,1,0,0,40,<=50K,Female
51,9,1,0,0,40,<=50K,Female
32,10,1,0,0,50,>50K,Male
24,9,1,0,0,40,<=50K,Female
35,16,1,7298,0,40,>50K,Male
41,13,1,0,0,40,>50K,Male
48,13,1,0,0,45,>50K,Male
61,9,1,1471,0,35,<=50K,Female
20,10,1,0,0,30,<=50K,Male
27,9,1,0,0,50,>50K,Male
55,10,1,0,0,24,>50K,Male
39,9,1,0,0,40,>50K,Male
52,9,0,0,0,40,>50K,Female
24,9,0,0,0,20,<=50K,Female
29,7,0,0,0,40,<=50K,Female
25,9,1,0,0,40,<=50K,Male
20,10,1,0,0,40,<=50K,Female
23,9,0,0,0,35,<=50K,Male
57,15,1,0,0,60,<=50K,Male
51,11,1,0,0,40,>50K,Male
33,10,1,3674,0,16,<=50K,Female
39,13,1,0,0,40,<=50K,Male
40,9,1,0,0,40,>50K,Male
71,13,1,2329,0,16,<=50K,Female
38,10,1,0,0,40,<=50K,Male
28,15,1,0,0,40,<=50K,Male
57,14,1,0,0,40,<=50K,Female
47,10,1,0,0,40,<=50K,Male
59,9,1,0,0,40,<=50K,Male
26,9,0,0,0,40,<=50K,Male
35,13,1,0,0,40,<=50K,Female
61,13,1,0,0,50,>50K,Male
34,10,1,0,0,50,>50K,Male
32,13,1,7688,0,50,>50K,Male
42,9,1,0,0,40,<=50K,Female
39,10,1,0,0,40,<=50K,Male
58,3,0,0,0,40,<=50K,Male
61,9,1,0,1848,60,>50K,Male
40,6,0,0,0,55,<=50K,Male
31,13,1,0,0,37,<=50K,Male
36,9,1,0,0,50,<=50K,Male
23,10,1,0,0,40,<=50K,Male
33,9,1,0,0,41,<=50K,Male
52,9,1,0,0,40,>50K,Male
22,9,1,0,0,24,<=50K,Female
51,10,1,0,0,40,<=50K,Female
31,11,1,0,0,40,<=50K,Female
49,9,1,0,0,40,<=50K,Female
49,9,0,0,0,40,<=50K,Female
53,10,0,0,0,40,<=50K,Female
52,9,0,99999,0,40,>50K,Male
20,6,1,0,0,40,<=50K,Male
26,12,0,0,0,40,<=50K,Male
43,14,1,0,0,30,<=50K,Female
46,13,1,0,0,52,<=50K,Male
43,11,1,0,0,35,<=50K,Female
41,9,0,0,0,40,<=50K,Female
44,9,1,0,0,55,<=50K,Male
54,9,1,0,0,40,<=50K,Male
65,14,1,20051,0,40,>50K,Male
32,13,1,0,0,40,<=50K,Female
25,10,1,0,0,40,<=50K,Male
23,13,1,0,0,50,<=50K,Male
25,13,1,0,0,45,<=50K,Male
19,10,1,0,0,50,<=50K,Male
37,9,1,0,0,60,<=50K,Male
45,10,1,0,0,45,<=50K,Male
37,9,0,0,0,44,<=50K,Male
40,10,1,0,1564,70,>50K,Male
17,7,1,0,0,5,<=50K,Male
27,13,1,0,0,40,<=50K,Female
59,9,1,0,1762,30,<=50K,Female
19,9,0,0,0,40,<=50K,Female
43,6,0,0,0,40,<=50K,Male
42,6,1,0,0,40,>50K,Male
54,9,0,5013,0,40,<=50K,Male
54,14,1,0,0,50,<=50K,Male
51,6,1,2105,0,45,<=50K,Male
50,9,1,0,0,60,>50K,Male
40,9,1,0,0,40,<=50K,Female
55,12,1,0,0,25,<=50K,Male
50,9,1,0,0,40,<=50K,Female
31,9,1,0,0,50,<=50K,Male
24,9,1,0,0,45,>50K,Male
30,7,1,0,0,40,<=50K,Male
39,12,1,0,0,50,>50K,Female
37,9,1,0,0,50,<=50K,Male
33,9,1,0,0,40,<=50K,Male
48,9,1,0,0,40,<=50K,Female
43,9,0,0,0,78,<=50K,Male
39,13,1,0,0,40,>50K,Male
53,10,1,0,0,45,>50K,Male
52,6,1,0,0,60,<=50K,Male
28,10,0,0,0,20,<=50K,Male
32,9,1,0,0,52,<=50K,Male
31,13,0,0,0,90,>50K,Male
31,13,1,0,0,40,>50K,Female
47,10,1,0,0,40,<=50K,Female
40,11,0,0,0,40,<=50K,Male
40,12,1,0,0,45,<=50K,Female
41,7,1,0,0,40,<=50K,Male
53,9,0,0,0,40,<=50K,Male
46,7,0,0,0,43,<=50K,Male
45,13,1,4386,0,35,>50K,Male
39,5,0,3411,0,34,<=50K,Female
19,9,1,0,0,40,<=50K,Male
57,9,1,0,1887,40,>50K,Male
49,11,1,0,0,40,<=50K,Female
59,9,1,0,0,40,<=50K,Female
32,11,1,0,0,50,>50K,Male
35,10,0,0,0,40,<=50K,Male
58,6,1,0,0,40,<=50K,Female
28,13,1,0,0,43,<=50K,Male
36,12,1,0,0,40,>50K,Female
41,14,1,0,0,35,<=50K,Female
47,9,1,0,0,40,>50K,Male
50,9,1,0,1672,60,<=50K,Male
36,9,1,0,0,50,>50K,Male
38,11,1,0,0,40,<=50K,Male
56,9,1,0,1902,60,>50K,Male
50,11,1,0,0,45,<=50K,Male
45,10,1,5013,0,40,<=50K,Male
44,9,1,0,0,66,<=50K,Male
51,10,1,0,0,45,>50K,Male
44,10,1,0,0,50,>50K,Male
25,9,1,0,0,50,<=50K,Male
60,7,0,0,0,40,<=50K,Male
49,14,1,0,0,50,>50K,Male
46,9,0,0,0,60,>50K,Male
56,9,0,0,0,38,<=50K,Female
25,9,1,3325,0,45,<=50K,Male
22,10,1,0,0,40,<=50K,Male
41,15,1,0,0,60,>50K,Male
48,9,1,7688,0,40,>50K,Male
46,6,0,0,0,40,<=50K,Male
30,10,1,0,0,40,>50K,Male
39,9,1,0,0,40,>50K,Male
40,6,0,0,0,40,<=50K,Male
70,9,0,0,0,40,<=50K,Male
35,10,1,0,2051,45,<=50K,Male
49,14,1,0,0,75,<=50K,Female
24,11,1,0,0,60,<=50K,Male
40,12,1,7298,0,36,>50K,Male
61,15,1,0,0,5,>50K,Male
25,13,0,0,0,40,<=50K,Male
28,13,1,0,0,40,<=50K,Female
69,14,1,0,0,11,<=50K,Male
22,10,1,0,0,36,<=50K,Female
47,9,1,0,0,38,<=50K,Male
38,9,1,0,0,48,<=50K,Female
26,11,1,0,0,40,<=50K,Female
17,7,0,0,0,24,<=50K,Female
33,10,1,0,0,35,<=50K,Male
43,9,1,0,0,40,<=50K,Male
58,11,1,0,0,40,>50K,Male
53,9,1,99999,0,40,>50K,Male
26,9,1,0,0,25,<=50K,Male
43,13,0,0,0,40,>50K,Male
31,6,1,2105,0,40,<=50K,Male
30,9,1,0,2001,42,<=50K,Male
25,9,1,0,0,25,<=50K,Female
57,9,1,0,0,40,<=50K,Female
37,14,1,0,0,60,>50K,Male
32,10,1,0,0,48,<=50K,Male
26,9,1,0,0,41,<=50K,Female
45,9,1,0,0,40,>50K,Male
53,9,1,15024,0,35,>50K,Male
27,9,0,0,0,40,<=50K,Male
28,7,1,0,0,50,>50K,Male
32,7,1,0,0,43,>50K,Male
35,13,1,0,1980,65,<=50K,Female
36,10,1,0,0,55,>50K,Male
19,10,1,0,0,40,<=50K,Male
37,13,1,0,0,80,>50K,Male
49,10,1,3325,0,45,<=50K,Male
20,10,1,0,0,45,<=50K,Male
64,13,1,15024,0,55,>50K,Male
32,12,1,0,0,42,<=50K,Male
58,9,1,0,0,40,<=50K,Male
42,9,1,0,0,50,<=50K,Male
20,10,0,0,0,14,<=50K,Female
42,10,0,0,0,40,<=50K,Male
25,10,0,0,0,40,<=50K,Male
30,11,1,15024,0,65,>50K,Male
37,13,1,0,0,35,>50K,Male
66,11,1,0,0,50,<=50K,Male
59,13,1,0,0,40,>50K,Male
44,13,0,0,0,40,<=50K,Male
46,9,1,0,0,58,>50K,Male
59,13,1,2885,0,30,<=50K,Female
25,13,1,0,1340,40,<=50K,Male
17,5,0,0,0,9,<=50K,Male
47,13,1,0,0,40,<=50K,Male
47,5,1,0,0,40,<=50K,Female
30,10,1,0,0,40,<=50K,Female
20,10,1,0,0,40,<=50K,Female
