sex,age,age_cat,race,juv_fel_count,juv_misd_count,juv_other_count,priors_count,c_charge_degree,c_charge_desc,decile_score,score_text
Male,28,25 - 45,Caucasian,0,0,0,0,M,Battery,3,Low
Male,67,Greater than 45,Caucasian,0,0,0,3,F,arrest case no charge,1,Low
Male,33,25 - 45,Hispanic,0,0,0,0,F,Aggravated Battery / Pregnant,1,Low
Male,45,Greater than 45,African-American,0,0,0,17,F,Felony Petit Theft,7,Medium
Male,27,25 - 45,African-American,0,0,1,8,F,Poss Cocaine/Intent To Del/Sel,7,Medium
Male,22,Less than 25,Caucasian,0,0,0,1,F,Grand Theft in the 3rd Degree,9,High
Male,30,25 - 45,Caucasian,0,0,0,1,M,Expired DL More Than 6 Months,8,High
Male,42,25 - 45,African-American,0,0,0,1,F,arrest case no charge,1,Low
Male,24,Less than 25,African-American,0,0,1,2,F,False Ownership Info/Pawn Item,3,Low
Male,46,Greater than 45,Caucasian,0,0,0,4,F,Video Voyeur-<24Y on Child >16,2,Low
Male,38,25 - 45,African-American,0,0,0,4,F,Sell or Offer for Sale Counterfeit Goods,3,Low
Female,32,25 - 45,Hispanic,0,0,0,0,M,Lve/Scen/Acc/Veh/Prop/Damage,3,Low
Male,26,25 - 45,Caucasian,0,0,0,0,M,Grand Theft (Motor Vehicle),5,Medium
Male,54,Greater than 45,Caucasian,0,0,0,1,M,Battery,1,Low
Male,27,25 - 45,Hispanic,0,0,0,2,F,Lewd/Lasc Battery Pers 12+/<16,3,Low
Male,61,Greater than 45,Caucasian,0,0,0,1,F,arrest case no charge,4,Low
Male,24,Less than 25,Caucasian,0,0,3,3,M,Battery,5,Medium
Male,34,25 - 45,African-American,0,0,0,1,F,arrest case no charge,1,Low
Male,27,25 - 45,Hispanic,0,0,0,1,F,Throw Missile Into Pub/Priv Dw,2,Low
Female,28,25 - 45,African-American,0,0,0,10,M,Operating W/O Valid License,7,Medium
Male,35,25 - 45,African-American,0,0,0,10,M,Viol Prot Injunc Repeat Viol,8,High
Male,44,25 - 45,African-American,0,0,0,0,F,Robbery / No Weapon,1,Low
Male,61,Greater than 45,Caucasian,0,0,0,10,F,Burglary Conveyance Unoccup,6,Medium
Male,26,25 - 45,African-American,0,0,0,1,F,arrest case no charge,9,High
Male,42,25 - 45,African-American,0,0,0,4,M,Driving License Suspended,1,Low
Male,38,25 - 45,Caucasian,0,0,0,10,F,Possession of Cocaine,8,High
Female,53,Greater than 45,Caucasian,0,0,0,0,M,Battery,1,Low
Male,22,Less than 25,African-American,0,0,0,1,F,Burglary Unoccupied Dwelling,7,Medium
Male,50,Greater than 45,Caucasian,0,0,0,0,F,Grand Theft in the 3rd Degree,7,Medium
Male,44,25 - 45,Caucasian,3,0,0,16,M,Driving Under The Influence,7,Medium
Male,24,Less than 25,African-American,0,1,3,4,F,Agg Assault W/int Com Fel Dome,6,Medium
Male,21,Less than 25,African-American,0,0,0,0,F,Grand Theft in the 3rd Degree,7,Medium
Male,50,Greater than 45,Caucasian,0,0,0,0,F,Possession of Cocaine,1,Low
Male,39,25 - 45,Caucasian,0,0,0,0,F,arrest case no charge,3,Low
Female,54,Greater than 45,African-American,0,0,0,7,F,Fraudulent Use of Credit Card,6,Medium
Male,26,25 - 45,Caucasian,0,0,0,0,M,Battery,6,Medium
Male,41,25 - 45,African-American,0,0,0,3,F,Felony Driving While Lic Suspd,4,Low
Male,23,Less than 25,African-American,0,0,0,1,F,Grand Theft in the 3rd Degree,6,Medium
Male,34,25 - 45,Caucasian,0,0,0,0,M,Battery,1,Low
Male,31,25 - 45,Caucasian,0,0,0,11,F,False Ownership Info/Pawn Item,7,Medium
Male,20,Less than 25,African-American,0,0,0,0,F,Grand Theft in the 3rd Degree,3,Low
Male,49,Greater than 45,African-American,0,0,0,10,F,arrest case no charge,6,Medium
Male,26,25 - 45,African-American,0,0,0,0,F,Grand Theft in the 3rd Degree,2,Low
Male,55,Greater than 45,African-American,0,0,0,1,F,Possession of Cocaine,4,Low
Male,22,Less than 25,African-American,0,0,0,0,M,Prowling/Loitering,9,High
Female,26,25 - 45,African-American,0,0,0,0,M,Possess Cannabis/20 Grams Or Less,4,Low
Male,56,Greater than 45,Other,0,0,0,0,M,Battery,1,Low
Male,46,Greater than 45,Other,0,0,0,2,F,Possession Of Diazepam,3,Low
Male,58,Greater than 45,African-American,0,0,0,16,F,arrest case no charge,6,Medium
Male,28,25 - 45,African-American,0,0,0,4,F,Burglary Structure Assault/Batt,7,Medium
Male,33,25 - 45,African-American,0,0,0,8,F,Possession of Oxycodone,6,Medium
Female,31,25 - 45,African-American,0,0,0,0,M,Battery,2,Low
Male,26,25 - 45,African-American,0,0,0,1,M,Poss Of Controlled Substance,5,Medium
Male,37,25 - 45,African-American,0,0,0,9,F,Poss Cocaine/Intent To Del/Sel,6,Medium
Male,50,Greater than 45,African-American,0,0,0,1,F,Possession of Cocaine,5,Medium
Male,35,25 - 45,Caucasian,0,0,0,1,F,arrest case no charge,2,Low
Female,52,Greater than 45,African-American,0,0,0,8,F,arrest case no charge,9,High
Male,26,25 - 45,African-American,0,1,2,5,F,Shoot In Occupied Dwell,7,Medium
Male,41,25 - 45,African-American,0,0,0,8,F,Driving While License Revoked,2,Low
Male,21,Less than 25,African-American,0,1,0,1,F,Robbery / No Weapon,9,High
Male,54,Greater than 45,Caucasian,0,0,0,0,M,Battery,1,Low
Male,42,25 - 45,Caucasian,0,0,0,1,F,arrest case no charge,2,Low
Male,21,Less than 25,African-American,0,0,0,1,F,Possession of Cocaine,4,Low
Male,74,Greater than 45,Caucasian,0,0,0,0,M,DUI - Enhanced,1,Low
Female,38,25 - 45,Hispanic,0,0,0,0,F,Possession of Cannabis,1,Low
Female,39,25 - 45,African-American,0,0,0,1,F,arrest case no charge,1,Low
Female,38,25 - 45,African-American,0,0,0,0,F,arrest case no charge,1,Low
Male,53,Greater than 45,Caucasian,0,0,0,1,M,DUI Property Damage/Injury,1,Low
Female,64,Greater than 45,Caucasian,0,0,0,1,F,arrest case no charge,1,Low
Male,23,Less than 25,African-American,0,0,0,1,M,Battery,7,Medium
Female,41,25 - 45,Hispanic,0,0,0,0,F,Burglary Structure Unoccup,1,Low
Male,53,Greater than 45,Other,0,0,0,0,M,Driving Under The Influence,1,Low
Male,24,Less than 25,Hispanic,0,0,0,0,F,Felony Battery (Dom Strang),1,Low
Male,26,25 - 45,African-American,0,0,0,1,M,Criminal Mischief Damage <$200,1,Low
Male,44,25 - 45,Caucasian,0,0,0,4,F,Driving While License Revoked,2,Low
Male,55,Greater than 45,Caucasian,0,0,0,1,M,DUI Property Damage/Injury,1,Low
Male,36,25 - 45,African-American,0,0,0,15,F,arrest case no charge,5,Medium
Male,23,Less than 25,African-American,0,0,0,1,F,arrest case no charge,4,Low
Male,32,25 - 45,African-American,0,0,0,1,F,Leaving the Scene of Accident,8,High
Male,41,25 - 45,African-American,2,0,0,18,M,Unlaw Use False Name/Identity,10,High
Male,37,25 - 45,Caucasian,0,0,0,1,F,Possession of Cocaine,2,Low
Male,45,Greater than 45,African-American,0,0,0,3,M,Viol Pretrial Release Dom Viol,2,Low
Female,31,25 - 45,African-American,0,0,0,14,F,Aggravated Assault,8,High
Male,42,25 - 45,African-American,0,0,0,7,F,Felony Battery (Dom Strang),5,Medium
Male,26,25 - 45,African-American,0,2,2,20,F,Grand Theft (Motor Vehicle),9,High
Male,33,25 - 45,Caucasian,0,0,0,0,F,"Deliver 3,4 Methylenediox",9,High
Male,22,Less than 25,Caucasian,0,0,0,0,M,DUI Level 0.15 Or Minor In Veh,2,Low
Male,54,Greater than 45,Caucasian,0,0,0,0,M,Prostitution/Lewd Act Assignation,1,Low
Male,25,25 - 45,African-American,0,1,2,5,F,arrest case no charge,9,High
Male,24,Less than 25,Caucasian,0,0,0,3,F,Grand Theft in the 3rd Degree,5,Medium
Male,23,Less than 25,Hispanic,0,0,0,0,M,Leaving Acc/Unattended Veh,7,Medium
Male,61,Greater than 45,Caucasian,0,0,0,0,M,Battery,1,Low
Female,42,25 - 45,Caucasian,0,0,0,0,M,Driving Under The Influence,1,Low
Male,28,25 - 45,Caucasian,0,0,0,1,M,DUI Property Damage/Injury,2,Low
Male,24,Less than 25,Caucasian,0,0,0,2,M,Battery,3,Low
Male,32,25 - 45,African-American,0,0,0,16,F,Driving While License Revoked,10,High
Male,21,Less than 25,Caucasian,0,1,1,1,M,Unl/Disturb Education/Instui,3,Low
Male,27,25 - 45,African-American,0,0,0,1,F,Possession Burglary Tools,7,Medium
Male,39,25 - 45,Caucasian,0,0,0,0,F,Possession of Cocaine,4,Low
Male,29,25 - 45,Caucasian,0,0,0,0,F,Uttering a Forged Instrument,1,Low
Male,36,25 - 45,Caucasian,0,0,0,1,F,Possession Of Alprazolam,4,Low
Male,46,Greater than 45,African-American,0,0,0,0,F,Pos Cannabis W/Intent Sel/Del,7,Medium
Male,44,25 - 45,African-American,1,0,0,7,F,Poss of Cocaine W/I/D/S 1000FT Park,6,Medium
Male,27,25 - 45,African-American,0,0,0,8,F,Felony Battery (Dom Strang),7,Medium
Male,61,Greater than 45,Caucasian,0,0,0,0,M,Battery,1,Low
Male,47,Greater than 45,African-American,0,0,0,0,M,Battery,1,Low
Male,27,25 - 45,African-American,0,0,0,1,M,Battery,1,Low
Female,31,25 - 45,Caucasian,0,0,0,1,M,Battery,5,Medium
Male,26,25 - 45,Caucasian,0,0,0,9,M,Violation Of Boater Safety Id,4,Low
Male,26,25 - 45,African-American,0,0,0,1,F,arrest case no charge,5,Medium
Female,21,Less than 25,African-American,0,3,1,4,M,arrest case no charge,8,High
Male,23,Less than 25,African-American,0,0,0,1,M,Leave Acc/Attend Veh/More $50,4,Low
Male,30,25 - 45,Other,0,1,1,3,M,Battery,1,Low
Female,45,Greater than 45,African-American,0,0,0,2,F,False Motor Veh Insurance Card,3,Low
Male,27,25 - 45,African-American,0,0,0,2,M,Battery,5,Medium
Female,62,Greater than 45,Caucasian,0,0,0,0,M,Lve/Scen/Acc/Veh/Prop/Damage,1,Low
Male,48,Greater than 45,Caucasian,0,0,0,0,F,Possession of Cocaine,3,Low
Male,53,Greater than 45,African-American,0,0,0,1,M,DWLS Susp/Cancel Revoked,1,Low
Male,62,Greater than 45,African-American,0,0,0,3,M,DUI Property Damage/Injury,3,Low
Male,28,25 - 45,African-American,1,1,0,5,F,Aggrav Stalking After Injunctn,10,High
Male,35,25 - 45,Hispanic,0,0,0,2,F,arrest case no charge,1,Low
Female,56,Greater than 45,Hispanic,0,0,0,2,M,Viol Injunction Protect Dom Vi,1,Low
Male,26,25 - 45,African-American,0,0,0,5,F,Aggrav Child Abuse-Agg Battery,8,High
Male,35,25 - 45,African-American,0,0,0,4,M,Driving License Suspended,5,Medium
Male,22,Less than 25,African-American,0,0,0,1,F,Grand Theft in the 3rd Degree,3,Low
Female,32,25 - 45,African-American,0,0,0,0,F,Uttering Forged Bills,2,Low
Female,33,25 - 45,African-American,0,0,0,3,F,Aggravated Assault W/Dead Weap,6,Medium
Male,38,25 - 45,Other,0,0,0,2,F,Felony Driving While Lic Suspd,3,Low
Male,53,Greater than 45,Caucasian,0,0,0,0,M,Battery,1,Low
Male,32,25 - 45,Caucasian,0,0,0,0,M,Battery,1,Low
Male,61,Greater than 45,Caucasian,0,0,0,0,M,DUI Level 0.15 Or Minor In Veh,1,Low
Male,21,Less than 25,African-American,0,0,0,0,M,Battery,10,High
Male,69,Greater than 45,African-American,0,0,0,22,M,Assault,5,Medium
Male,26,25 - 45,African-American,0,0,0,0,M,Driving Under The Influence,4,Low
Male,30,25 - 45,African-American,0,0,0,9,F,Poss of Firearm by Convic Felo,10,High
Male,21,Less than 25,Caucasian,0,0,0,1,F,arrest case no charge,4,Low
Male,41,25 - 45,Caucasian,0,0,0,0,M,DUI Property Damage/Injury,2,Low
Male,45,Greater than 45,African-American,0,0,0,0,F,Driving While License Revoked,6,Medium
Male,31,25 - 45,African-American,0,1,3,10,F,Driving While License Revoked,5,Medium
Male,22,Less than 25,Caucasian,0,0,0,0,F,Aggravated Battery On 65/Older,3,Low
Female,54,Greater than 45,Caucasian,0,0,0,0,F,Agg Battery Grt/Bod/Harm,3,Low
Male,50,Greater than 45,Caucasian,0,0,0,2,M,Battery,1,Low
Male,37,25 - 45,Other,2,0,0,11,F,Pos Cannabis W/Intent Sel/Del,3,Low
Male,30,25 - 45,Caucasian,0,0,0,0,F,False Imprisonment,3,Low
Male,30,25 - 45,African-American,0,0,0,11,F,arrest case no charge,8,High
Female,59,Greater than 45,African-American,0,0,0,0,M,Battery,2,Low
Male,29,25 - 45,African-American,0,0,0,13,F,Driving While License Revoked,8,High
Male,67,Greater than 45,Hispanic,0,0,0,0,F,Solicitation On Felony 3 Deg,1,Low
Male,30,25 - 45,Caucasian,0,0,0,13,F,Poss Pyrrolidinovalerophenone,8,High
Male,45,Greater than 45,Hispanic,0,0,0,8,F,Felony Petit Theft,6,Medium
Male,22,Less than 25,African-American,0,0,1,0,F,Carjacking w/o Deadly Weapon,3,Low
Male,41,25 - 45,African-American,0,0,0,8,F,Driving While License Revoked,1,Low
Female,37,25 - 45,African-American,0,0,0,13,F,Felony Driving While Lic Suspd,6,Medium
Male,19,Less than 25,African-American,0,0,0,0,F,Pos Cannabis W/Intent Sel/Del,4,Low
Male,45,Greater than 45,Caucasian,0,0,0,2,M,arrest case no charge,2,Low
Female,33,25 - 45,African-American,0,0,0,5,F,Possession of Cocaine,9,High
Male,52,Greater than 45,African-American,0,0,0,7,F,Felony Petit Theft,5,Medium
Female,21,Less than 25,African-American,0,0,0,0,F,Possession Of Alprazolam,6,Medium
Male,43,25 - 45,African-American,0,0,0,6,M,arrest case no charge,10,High
Male,26,25 - 45,African-American,1,0,0,3,F,Felony Battery w/Prior Convict,10,High
Male,38,25 - 45,African-American,0,0,0,1,F,Resist Officer w/Violence,1,Low
Male,27,25 - 45,African-American,0,0,0,1,F,Felony Driving While Lic Suspd,2,Low
Male,40,25 - 45,Other,0,0,0,1,F,Felony Battery (Dom Strang),1,Low
Male,21,Less than 25,African-American,1,0,0,1,F,arrest case no charge,5,Medium
Male,44,25 - 45,Caucasian,0,0,0,0,F,Use of Anti-Shoplifting Device,1,Low
Male,30,25 - 45,African-American,0,0,0,0,F,Possession of Cannabis,2,Low
Male,49,Greater than 45,Caucasian,0,0,0,1,F,Resist Officer w/Violence,1,Low
Male,67,Greater than 45,Caucasian,0,0,0,0,M,DUI- Enhanced,1,Low
Male,59,Greater than 45,African-American,0,0,0,14,F,Possession of Cocaine,8,High
Male,31,25 - 45,Caucasian,0,0,0,6,M,DUI Property Damage/Injury,7,Medium
Female,50,Greater than 45,Caucasian,0,0,0,2,F,Possession of Cocaine,1,Low
Male,30,25 - 45,African-American,0,0,0,7,F,Driving While License Revoked,3,Low
Male,28,25 - 45,Caucasian,0,0,0,1,M,Assault,2,Low
Male,55,Greater than 45,Caucasian,0,0,0,0,M,DUI- Enhanced,1,Low
Male,42,25 - 45,Caucasian,0,0,0,0,M,Battery,3,Low
Male,44,25 - 45,African-American,0,0,0,0,F,Aggrav Child Abuse-Causes Harm,1,Low
Male,29,25 - 45,Hispanic,0,1,0,17,F,Felony Battery (Dom Strang),6,Medium
Male,96,Greater than 45,Hispanic,0,0,0,2,F,Aggravated Assault W/Dead Weap,2,Low
Male,27,25 - 45,Hispanic,0,1,1,8,F,Possession Of Alprazolam,5,Medium
Male,31,25 - 45,Hispanic,0,0,0,0,M,Petit Theft $100- $300,5,Medium
Male,24,Less than 25,African-American,0,0,0,1,F,Robbery Sudd Snatch No Weapon,3,Low
Male,48,Greater than 45,African-American,0,0,0,2,F,Grand Theft in the 3rd Degree,1,Low
Male,41,25 - 45,African-American,0,0,0,1,F,Grand Theft Firearm,1,Low
Male,42,25 - 45,African-American,0,0,0,0,F,Imperson Public Officer or Emplyee,5,Medium
Male,29,25 - 45,African-American,0,0,0,0,M,Resist/Obstruct W/O Violence,5,Medium
Male,26,25 - 45,Caucasian,0,0,0,0,M,Battery,2,Low
Female,27,25 - 45,African-American,0,0,0,1,F,arrest case no charge,3,Low
Male,54,Greater than 45,Caucasian,0,0,0,1,F,Grand Theft in the 3rd Degree,1,Low
Male,20,Less than 25,African-American,0,0,0,0,F,Burglary Dwelling Occupied,6,Medium
Male,27,25 - 45,Caucasian,0,0,0,0,F,arrest case no charge,6,Medium
Male,21,Less than 25,African-American,0,0,0,1,F,Burglary Unoccupied Dwelling,7,Medium
Male,27,25 - 45,Caucasian,0,1,1,7,M,Battery,9,High
Male,54,Greater than 45,African-American,0,0,0,0,M,Petit Theft $100- $300,1,Low
Male,29,25 - 45,Other,0,0,0,2,F,Felony Driving While Lic Suspd,2,Low
Male,39,25 - 45,African-American,0,0,0,1,F,arrest case no charge,1,Low
Female,33,25 - 45,Caucasian,0,0,0,0,M,Susp Drivers Lic 1st Offense,1,Low
Female,40,25 - 45,Hispanic,0,0,0,7,F,arrest case no charge,2,Low
Female,35,25 - 45,African-American,0,0,0,0,M,Battery,4,Low
Male,28,25 - 45,Hispanic,0,0,0,0,M,Battery,2,Low
Male,53,Greater than 45,African-American,0,0,0,0,M,Battery,1,Low
Male,26,25 - 45,African-American,0,0,0,0,F,Grand Theft in the 3rd Degree,8,High
Male,33,25 - 45,Hispanic,0,0,0,1,M,Driving Under The Influence,4,Low
Male,28,25 - 45,African-American,0,0,0,1,F,Possession of Codeine,7,Medium
Female,45,Greater than 45,Caucasian,0,0,0,1,F,Possession Of Methamphetamine,3,Low
Male,23,Less than 25,Caucasian,0,0,4,4,F,Poss Pyrrolidinovalerophenone,6,Medium
Female,52,Greater than 45,Caucasian,0,0,0,0,M,Driving Under The Influence,1,Low
Male,26,25 - 45,Caucasian,0,0,0,0,F,Aggravated Battery,2,Low
Male,28,25 - 45,Caucasian,0,0,0,4,F,Possession Of Heroin,4,Low
Female,33,25 - 45,Caucasian,0,0,0,2,F,arrest case no charge,4,Low
Male,23,Less than 25,Caucasian,0,0,1,3,F,arrest case no charge,4,Low
Male,31,25 - 45,Caucasian,0,0,1,3,M,Driving Under The Influence,4,Low
Male,24,Less than 25,Caucasian,0,0,2,3,F,Tamper With Witness/Victim/CI,4,Low
Male,37,25 - 45,African-American,0,0,0,2,M,Driving License Suspended,1,Low
Male,26,25 - 45,Caucasian,0,0,0,0,M,Driving Under The Influence,2,Low
Male,33,25 - 45,African-American,0,0,0,6,F,Pos Cannabis W/Intent Sel/Del,6,Medium
Male,47,Greater than 45,Hispanic,0,0,0,0,M,Exposes Culpable Negligence,1,Low
Male,23,Less than 25,African-American,0,0,0,0,F,Grand Theft in the 3rd Degree,5,Medium
Male,27,25 - 45,Caucasian,0,0,0,1,F,arrest case no charge,3,Low
Male,30,25 - 45,African-American,0,1,0,10,F,arrest case no charge,9,High
Male,26,25 - 45,African-American,0,0,0,13,M,Battery,10,High
Male,35,25 - 45,African-American,0,0,0,0,F,Aggravated Battery,3,Low
Male,20,Less than 25,African-American,0,0,0,1,M,Prowling/Loitering,4,Low
Male,24,Less than 25,Caucasian,0,0,0,3,M,Disorderly Conduct,8,High
Male,31,25 - 45,African-American,0,2,0,8,M,Battery,10,High
Male,55,Greater than 45,African-American,0,0,0,0,F,Pos Cannabis W/Intent Sel/Del,1,Low
Male,44,25 - 45,Caucasian,0,0,0,6,F,arrest case no charge,6,Medium
Male,41,25 - 45,African-American,0,0,0,25,F,Possession of Cocaine,9,High
Male,56,Greater than 45,African-American,0,0,0,9,M,arrest case no charge,8,High
Male,21,Less than 25,African-American,0,0,0,1,F,Burglary Unoccupied Dwelling,3,Low
Male,39,25 - 45,Caucasian,0,0,0,2,M,Battery,1,Low
Male,31,25 - 45,Hispanic,0,0,0,0,F,Tampering With Physical Evidence,2,Low
Female,28,25 - 45,African-American,0,0,0,3,F,Aggravated Battery,5,Medium
Male,30,25 - 45,African-American,0,0,0,0,F,Possession of Oxycodone,2,Low
Female,19,Less than 25,African-American,0,0,0,0,M,Exposes Culpable Negligence,8,High
Male,20,Less than 25,African-American,0,0,0,0,M,Battery,4,Low
Male,51,Greater than 45,African-American,0,0,0,8,M,Petit Theft $100- $300,6,Medium
Male,27,25 - 45,African-American,0,0,0,5,F,Possession Of Methamphetamine,3,Low
Male,26,25 - 45,African-American,0,0,2,0,F,Traffick Amphetamine 28g><200g,5,Medium
Male,23,Less than 25,Caucasian,0,0,0,3,M,Petit Theft,8,High
Male,37,25 - 45,African-American,0,0,0,5,F,Possession of Cocaine,6,Medium
Male,48,Greater than 45,African-American,0,0,0,0,F,Felony Battery (Dom Strang),1,Low
Male,52,Greater than 45,African-American,0,0,0,1,M,arrest case no charge,1,Low
Female,25,25 - 45,Caucasian,0,0,0,1,M,Battery,5,Medium
Male,54,Greater than 45,African-American,0,0,0,0,M,Battery,1,Low
Male,25,25 - 45,African-American,4,0,0,13,F,arrest case no charge,10,High
Female,40,25 - 45,Caucasian,0,0,0,4,F,Possession of Cocaine,4,Low
Male,22,Less than 25,African-American,0,0,0,0,F,Att Burgl Unoccupied Dwel,7,Medium
Male,50,Greater than 45,Caucasian,0,0,0,10,F,Fleeing Or Attmp Eluding A Leo,4,Low
Male,35,25 - 45,Caucasian,0,0,0,2,M,Battery,3,Low
Male,21,Less than 25,African-American,0,0,0,0,F,Carrying Concealed Firearm,7,Medium
Male,27,25 - 45,Caucasian,0,0,0,0,F,Burglary Conveyance Unoccup,3,Low
Male,22,Less than 25,African-American,0,0,0,0,F,Aggravated Assault W/Dead Weap,3,Low
Female,38,25 - 45,Hispanic,0,0,0,20,F,Battery on Law Enforc Officer,9,High
Male,59,Greater than 45,Caucasian,0,0,0,0,F,Grand Theft in the 3rd Degree,1,Low
Male,20,Less than 25,Other,0,0,0,0,M,Battery,6,Medium
Male,26,25 - 45,African-American,0,1,1,9,M,Resist/Obstruct W/O Violence,10,High
Male,30,25 - 45,African-American,0,1,0,9,F,Driving While License Revoked,6,Medium
Male,25,25 - 45,African-American,0,1,1,3,M,Susp Drivers Lic 1st Offense,8,High
Male,44,25 - 45,Hispanic,0,0,0,0,M,Battery,1,Low
Female,31,25 - 45,African-American,0,0,0,0,M,Battery,6,Medium
Female,32,25 - 45,African-American,0,0,0,0,F,Burglary Conveyance Unoccup,3,Low
Male,37,25 - 45,African-American,0,0,0,22,F,arrest case no charge,9,High
Male,38,25 - 45,African-American,0,0,0,8,M,Unlaw Use False Name/Identity,6,Medium
Male,34,25 - 45,Caucasian,0,0,0,2,F,arrest case no charge,4,Low
Male,30,25 - 45,African-American,0,1,0,7,F,arrest case no charge,3,Low
Male,36,25 - 45,African-American,0,0,0,10,F,Poss of Cocaine W/I/D/S 1000FT Park,10,High
Male,46,Greater than 45,Other,0,0,0,0,F,Grand Theft in the 3rd Degree,1,Low
Male,20,Less than 25,Other,0,0,0,1,F,Possession Burglary Tools,6,Medium
Female,30,25 - 45,African-American,0,0,0,9,F,Felony Petit Theft,9,High
Male,31,25 - 45,Caucasian,0,0,0,3,F,Possession of Hydromorphone,4,Low
Male,32,25 - 45,Hispanic,0,0,0,0,M,Driving Under The Influence,1,Low
Male,31,25 - 45,Caucasian,0,1,1,4,F,arrest case no charge,8,High
Male,36,25 - 45,African-American,0,0,0,5,M,Battery,5,Medium
Male,51,Greater than 45,African-American,0,0,0,9,F,Possession of Cocaine,9,High
Male,35,25 - 45,Hispanic,0,0,1,0,F,Possession Of Heroin,3,Low
Male,23,Less than 25,Hispanic,0,0,0,0,F,Driving While License Revoked,2,Low
Male,37,25 - 45,African-American,0,0,0,0,M,Contribute Delinquency Of A Minor,3,Low
Male,25,25 - 45,African-American,0,0,2,3,M,Oper Motorcycle W/O Valid DL,6,Medium
Female,27,25 - 45,African-American,0,0,0,0,F,Grand Theft in the 3rd Degree,3,Low
Male,47,Greater than 45,Caucasian,0,0,0,2,M,Battery,1,Low
Male,46,Greater than 45,African-American,0,0,0,12,M,Pos Cannabis W/Intent Sel/Del,6,Medium
Male,27,25 - 45,Caucasian,0,0,0,0,F,Pos Cannabis W/Intent Sel/Del,5,Medium
Male,34,25 - 45,African-American,0,0,0,0,F,Felony Battery w/Prior Convict,9,High
Male,25,25 - 45,African-American,0,0,0,1,F,Possession of Cocaine,4,Low
Male,60,Greater than 45,African-American,0,0,0,9,F,Possession of Cocaine,8,High
Male,49,Greater than 45,Other,0,0,0,0,M,Battery,1,Low
Male,30,25 - 45,African-American,0,0,0,12,F,Driving While License Revoked,9,High
Male,21,Less than 25,African-American,0,0,0,0,F,Grand Theft in the 3rd Degree,4,Low
Male,25,25 - 45,African-American,0,0,0,4,F,Possession of Cocaine,8,High
Male,29,25 - 45,African-American,0,0,0,4,M,Battery,4,Low
Male,21,Less than 25,Hispanic,0,0,0,0,M,Battery,3,Low
Male,53,Greater than 45,Other,0,0,0,4,M,Neglect Child / No Bodily Harm,1,Low
Male,51,Greater than 45,Caucasian,0,0,0,2,F,Agg Battery Grt/Bod/Harm,1,Low
Male,29,25 - 45,African-American,0,0,0,1,M,Susp Drivers Lic 1st Offense,1,Low
Female,24,Less than 25,Other,0,0,0,0,F,Neglect Child / No Bodily Harm,5,Medium
Male,24,Less than 25,Other,0,1,9,2,F,Possession of Cocaine,10,High
Male,37,25 - 45,Hispanic,0,0,0,5,F,Driving While License Revoked,2,Low
Male,20,Less than 25,Caucasian,0,0,0,0,F,Aiding Escape,9,High
Male,53,Greater than 45,Caucasian,0,0,0,1,F,Lewd or Lascivious Molestation,1,Low
Male,25,25 - 45,African-American,0,0,0,5,F,Deliver Cocaine,8,High
Male,38,25 - 45,Hispanic,0,0,0,0,M,Driving Under The Influence,1,Low
Male,21,Less than 25,African-American,0,0,0,1,F,Poss/Sell/Del Cocaine 1000FT Sch,8,High
Male,21,Less than 25,Caucasian,0,0,0,1,F,Carrying Concealed Firearm,5,Medium
Male,49,Greater than 45,African-American,0,0,0,6,M,Battery,4,Low
Male,25,25 - 45,African-American,0,0,0,1,M,Susp Drivers Lic 1st Offense,6,Medium
Male,23,Less than 25,African-American,0,0,0,0,F,Grand Theft in the 3rd Degree,8,High
Male,42,25 - 45,African-American,0,0,0,1,M,Viol Pretrial Release Dom Viol,6,Medium
Male,50,Greater than 45,African-American,0,0,2,24,M,Susp Drivers Lic 1st Offense,8,High
Male,50,Greater than 45,African-American,1,0,0,5,F,Possession of Cocaine,2,Low
Male,41,25 - 45,Hispanic,0,0,0,19,F,Felony Petit Theft,10,High
Male,26,25 - 45,African-American,0,0,0,2,F,Grand Theft (Motor Vehicle),2,Low
Male,40,25 - 45,Other,0,0,0,8,F,Possession of Cocaine,7,Medium
Male,23,Less than 25,African-American,0,0,0,2,F,"Poss3,4 Methylenedioxymethcath",8,High
Male,24,Less than 25,African-American,0,0,0,0,F,Grand Theft in the 3rd Degree,6,Medium
Male,23,Less than 25,Caucasian,0,0,0,0,F,Pos Cannabis W/Intent Sel/Del,2,Low
Male,37,25 - 45,African-American,0,0,0,1,M,Driving License Suspended,7,Medium
Female,64,Greater than 45,Other,0,0,0,0,F,Grand Theft (Motor Vehicle),1,Low
Male,51,Greater than 45,Caucasian,0,0,0,0,M,Battery,1,Low
Male,40,25 - 45,Other,0,0,0,4,F,Agg Battery Grt/Bod/Harm,1,Low
Female,35,25 - 45,African-American,0,0,0,3,M,Battery,6,Medium
Male,22,Less than 25,Hispanic,0,0,0,1,F,Grand Theft in the 3rd Degree,4,Low
Male,29,25 - 45,African-American,0,0,0,2,F,Introduce Contraband Into Jail,9,High
Male,57,Greater than 45,Caucasian,0,0,0,0,M,Prowling/Loitering,1,Low
Female,23,Less than 25,Other,0,0,0,0,M,Battery,5,Medium
Male,23,Less than 25,African-American,0,0,0,3,F,arrest case no charge,8,High
