Feature_A_(i),Feature_B_(2i),Feature_C_(-i),Constant_Feature,Random_Feature,Outcome
997,1994,-997,1,0.6227044977591177,A
1000,2000,-1000,1,0.8394008834136725,A
1001,2002,-1001,1,0.9436981164240409,A
1002,2004,-1002,1,0.519816558214857,A
1003,2006,-1003,1,0.9526729974893353,A
1004,2008,-1004,1,0.43707084517308714,A
1005,2010,-1005,1,0.8534669694929289,A
1007,2014,-1007,1,0.6464933657242043,A
1008,2016,-1008,1,0.02164053881428929,A
1009,2018,-1009,1,0.8510381313921026,A
1010,2020,-1010,1,0.5822262098172036,A
1012,2024,-1012,1,0.3863344912944716,A
1014,2028,-1014,1,0.2617042246798509,A
1015,2030,-1015,1,0.29584783410036664,A
1018,2036,-1018,1,0.8597513921096792,A
1019,2038,-1019,1,0.3465127655180993,A
1021,2042,-1021,1,0.5727366309152728,A
1023,2046,-1023,1,0.4438205361113037,A
1024,2048,-1024,1,0.8124023642330431,A
1025,2050,-1025,1,0.8474141997885166,A
1028,2056,-1028,1,0.9532647838772838,A
1029,2058,-1029,1,0.530489486486279,A
1030,2060,-1030,1,0.6295178555523135,A
1031,2062,-1031,1,0.7671586397271567,A
1032,2064,-1032,1,0.4851747737220261,A
1035,2070,-1035,1,0.2669114862274953,A
1036,2072,-1036,1,0.83984637027218,A
1037,2074,-1037,1,0.3584686115413106,A
1038,2076,-1038,1,0.08226212582767833,A
1043,2086,-1043,1,0.13231974342484198,A
1044,2088,-1044,1,0.8666072935525874,A
1045,2090,-1045,1,0.830760620395229,A
1046,2092,-1046,1,0.49639120963378747,A
1047,2094,-1047,1,0.5583546881285381,A
1048,2096,-1048,1,0.8785534487840505,A
1049,2098,-1049,1,0.5669600648219867,A
1050,2100,-1050,1,0.24061741784697954,A
1052,2104,-1052,1,0.017341527110330213,A
1054,2108,-1054,1,0.35230393921462244,A
1055,2110,-1055,1,0.41742645472335715,A
1056,2112,-1056,1,0.5501104320267146,A
1057,2114,-1057,1,0.2663769096613041,A
1059,2118,-1059,1,0.40560913500794515,A
1060,2120,-1060,1,0.47168282167599973,A
1061,2122,-1061,1,0.7009824576634798,A
1062,2124,-1062,1,0.42198909598978895,A
1068,2136,-1068,1,0.05536050775536705,A
1069,2138,-1069,1,0.9302530621986045,A
1072,2144,-1072,1,0.9144107891292365,A
1075,2150,-1075,1,0.017066487023777444,A
1076,2152,-1076,1,0.4490015453760494,A
1077,2154,-1077,1,0.45825122703120436,A
1078,2156,-1078,1,0.9295954352671468,A
1080,2160,-1080,1,0.00898616394679308,A
1081,2162,-1081,1,0.40114059031478855,A
1082,2164,-1082,1,0.5196894051563903,A
1083,2166,-1083,1,0.6232918899441282,A
1085,2170,-1085,1,0.954095395837923,A
1087,2174,-1087,1,0.9757432053674628,A
1088,2176,-1088,1,0.9002505174138594,A
1089,2178,-1089,1,0.8727678071314781,A
1090,2180,-1090,1,0.573696360407651,A
1092,2184,-1092,1,0.9879021905147221,A
1093,2186,-1093,1,0.7320532354796343,A
1094,2188,-1094,1,0.005797725385632946,A
1096,2192,-1096,1,0.6540241665671158,A
1097,2194,-1097,1,0.8856273562734744,A
1098,2196,-1098,1,0.5517219295892265,A
1099,2198,-1099,1,0.5651021454649225,A
1100,2200,-1100,1,0.6441564823422662,A
1101,2202,-1101,1,0.5601784770205294,A
1102,2204,-1102,1,0.6092597601085884,A
1103,2206,-1103,1,0.5473582290062506,A
1105,2210,-1105,1,0.952835053538901,A
1106,2212,-1106,1,0.34700100542791656,A
1108,2216,-1108,1,0.7241415637083172,A
1109,2218,-1109,1,0.04302740556271223,A
1110,2220,-1110,1,0.3266782630270193,A
1113,2226,-1113,1,0.09708326876064166,A
1114,2228,-1114,1,0.8702098233423187,A
1115,2230,-1115,1,0.3880198894435265,A
1116,2232,-1116,1,0.26260057947706805,A
1118,2236,-1118,1,0.923133837653294,A
1121,2242,-1121,1,0.6538119184257596,A
1122,2244,-1122,1,0.770851768247499,A
1123,2246,-1123,1,0.26573831777619406,A
1125,2250,-1125,1,0.05206955883800335,A
1129,2258,-1129,1,0.7309377349230501,A
1130,2260,-1130,1,0.6620691540229507,A
1132,2264,-1132,1,0.8558154634012365,A
1133,2266,-1133,1,0.31590756074914206,A
1136,2272,-1136,1,0.8069304027333316,A
1137,2274,-1137,1,0.3623754480550443,A
1138,2276,-1138,1,0.35552442942144524,A
1140,2280,-1140,1,0.5427307573310365,A
1141,2282,-1141,1,0.03419584703409495,A
1142,2284,-1142,1,0.5195035044156102,A
1143,2286,-1143,1,0.9845290624677744,A
1145,2290,-1145,1,0.38363096284712384,A
1146,2292,-1146,1,0.08051698103640614,A
1147,2294,-1147,1,0.65434109373838,A
1148,2296,-1148,1,0.27922422243807177,A
1151,2302,-1151,1,0.37824666540009955,A
1155,2310,-1155,1,0.7427737693885316,A
1156,2312,-1156,1,0.9657879568076521,A
1159,2318,-1159,1,0.4793959801221592,A
1160,2320,-1160,1,0.28270753259444803,A
1162,2324,-1162,1,0.4209682648998666,A
1163,2326,-1163,1,0.6412093686467913,A
1164,2328,-1164,1,0.4095920312455318,A
1165,2330,-1165,1,0.018107185998360587,A
1166,2332,-1166,1,0.9613689233787422,A
1167,2334,-1167,1,0.3850905731224512,A
1168,2336,-1168,1,0.9296090129343119,A
1170,2340,-1170,1,0.07290089949721634,A
1171,2342,-1171,1,0.8866949523880501,A
1172,2344,-1172,1,0.5417319714103711,A
1173,2346,-1173,1,0.36886205204787503,A
1174,2348,-1174,1,0.9970189607598873,A
1175,2350,-1175,1,0.5859555017973327,A
1176,2352,-1176,1,0.6975466520482863,A
1177,2354,-1177,1,0.25619479770451103,A
1178,2356,-1178,1,0.1288650194048827,A
1180,2360,-1180,1,0.5310019016898861,A
1181,2362,-1181,1,0.6546948057257341,A
1182,2364,-1182,1,0.5490006089603832,A
1183,2366,-1183,1,0.4189046407750536,A
1185,2370,-1185,1,0.86048813807293,A
1186,2372,-1186,1,0.3104140722731804,A
1187,2374,-1187,1,0.908052653405581,A
1188,2376,-1188,1,0.8924099617905672,A
1190,2380,-1190,1,0.01925841496503189,A
1192,2384,-1192,1,0.8092302177155157,A
1193,2386,-1193,1,0.10949215360722564,A
1195,2390,-1195,1,0.9411122760388687,A
1196,2392,-1196,1,0.6007397561565143,A
1198,2396,-1198,1,0.09889850683737256,A
1199,2398,-1199,1,0.014065976239987177,A
1204,2408,-1204,1,0.8710826164665462,A
1206,2412,-1206,1,0.6488593302558607,A
1207,2414,-1207,1,0.3136408368559953,A
1209,2418,-1209,1,0.034213480727657175,A
1211,2422,-1211,1,0.614638480552854,A
1214,2428,-1214,1,0.007101767839618467,A
1215,2430,-1215,1,0.638997100721702,A
1216,2432,-1216,1,0.43213250048276053,A
1220,2440,-1220,1,0.5894309295373432,A
1221,2442,-1221,1,0.8198285371503953,A
1223,2446,-1223,1,0.8508918200991392,A
1224,2448,-1224,1,0.3008611557895906,A
1225,2450,-1225,1,0.319081121655734,A
1226,2452,-1226,1,0.5954214520709484,A
1227,2454,-1227,1,0.230650195566386,A
1230,2460,-1230,1,0.7528687512809328,A
1231,2462,-1231,1,0.735015565285039,A
1232,2464,-1232,1,0.7325396990670666,A
1234,2468,-1234,1,0.6592467334376352,A
1235,2470,-1235,1,0.21106290718118037,A
1236,2472,-1236,1,0.38035030387969937,A
1237,2474,-1237,1,0.6832469437630739,A
1238,2476,-1238,1,0.510024403878719,A
1239,2478,-1239,1,0.326395344895119,A
1240,2480,-1240,1,0.7001319279222099,A
1241,2482,-1241,1,0.5723615240297675,A
1243,2486,-1243,1,0.5025935609594048,A
1247,2494,-1247,1,0.939562439132056,A
1248,2496,-1248,1,0.4368967124861203,A
1250,2500,-1250,1,0.44216011258892174,A
1251,2502,-1251,1,0.31067609432869503,A
1252,2504,-1252,1,0.717003130351452,A
1253,2506,-1253,1,0.7657139820800832,A
1256,2512,-1256,1,0.009904405076079148,A
1257,2514,-1257,1,0.6664898339917398,A
1258,2516,-1258,1,0.29811668199956354,A
1259,2518,-1259,1,0.20909696498756358,A
1260,2520,-1260,1,0.16558875789062388,A
1261,2522,-1261,1,0.31587618261239003,A
1263,2526,-1263,1,0.8617466973780892,A
1265,2530,-1265,1,0.7519767944981288,A
1267,2534,-1267,1,0.8866436146854644,A
1268,2536,-1268,1,0.8916328883244009,A
1269,2538,-1269,1,0.22441968040588234,A
1270,2540,-1270,1,0.4104963642327383,A
1273,2546,-1273,1,0.25978880063094323,A
1274,2548,-1274,1,0.3315167262848775,A
1275,2550,-1275,1,0.6956274546018438,A
1276,2552,-1276,1,0.15141368549475964,A
1277,2554,-1277,1,0.8777323688619063,A
1278,2556,-1278,1,0.7400050451229842,A
1279,2558,-1279,1,0.28618398813923307,A
1280,2560,-1280,1,0.7761675970244574,A
1282,2564,-1282,1,0.04519320208130506,A
1284,2568,-1284,1,0.9086281338866843,A
1287,2574,-1287,1,0.8861294362161114,A
1288,2576,-1288,1,0.8102196727165565,A
1290,2580,-1290,1,0.3280564536157409,A
1292,2584,-1292,1,0.899244163452398,A
1293,2586,-1293,1,0.7476384182884076,A
1294,2588,-1294,1,0.7474067557679512,A
1295,2590,-1295,1,0.6780213338373584,A
1296,2592,-1296,1,0.2655239172670354,A
1297,2594,-1297,1,0.8030209435631811,A
1298,2596,-1298,1,0.3236223637793014,A
1299,2598,-1299,1,0.08253477958509303,A
1300,2600,-1300,1,0.14183538316424538,A
1302,2604,-1302,1,0.09737725692767918,A
1303,2606,-1303,1,0.8427385564181009,A
1305,2610,-1305,1,0.16562224756537125,A
1306,2612,-1306,1,0.6564550762516631,A
1309,2618,-1309,1,0.08597850236458815,A
1310,2620,-1310,1,0.2764316374415252,A
1311,2622,-1311,1,0.8534368501016054,A
1312,2624,-1312,1,0.16479491385046197,A
1317,2634,-1317,1,0.363638341243124,A
1319,2638,-1319,1,0.689613779931008,A
1320,2640,-1320,1,0.20104992609410077,A
1323,2646,-1323,1,0.38495903974719803,A
1324,2648,-1324,1,0.5965188473707411,A
1325,2650,-1325,1,0.882698079318005,A
1326,2652,-1326,1,0.4654843662056878,A
1327,2654,-1327,1,0.6838273652215583,A
1334,2668,-1334,1,0.7742082629193414,A
1335,2670,-1335,1,0.6613110479450107,A
1337,2674,-1337,1,0.3321152504178412,A
1339,2678,-1339,1,0.24661081368365656,A
1341,2682,-1341,1,0.3357990154501982,A
1342,2684,-1342,1,0.6125714912434576,A
1343,2686,-1343,1,0.7722605766058341,A
1346,2692,-1346,1,0.9468804745096414,A
1347,2694,-1347,1,0.9544179142998731,A
1348,2696,-1348,1,0.23903987755725564,A
1349,2698,-1349,1,0.29511690800701373,A
1350,2700,-1350,1,0.7978402972390728,A
1352,2704,-1352,1,0.004968378662594364,A
1354,2708,-1354,1,0.2506242334034475,A
1355,2710,-1355,1,0.3996479389765242,A
1356,2712,-1356,1,0.5816838647886269,A
1357,2714,-1357,1,0.020355747209990893,A
1358,2716,-1358,1,0.5441268868612871,A
1359,2718,-1359,1,0.3663250002697407,A
1361,2722,-1361,1,0.43231830119832015,A
1362,2724,-1362,1,0.9322867637404522,A
1365,2730,-1365,1,0.08802362830802224,A
1366,2732,-1366,1,0.0923426808287493,A
1368,2736,-1368,1,0.4623974201270832,A
1370,2740,-1370,1,0.15551526805510718,A
1372,2744,-1372,1,0.9753715903920442,A
1373,2746,-1373,1,0.7812926686237686,A
1376,2752,-1376,1,0.9839938380793389,A
1377,2754,-1377,1,0.7675896387806751,A
1378,2756,-1378,1,0.36839517065768435,A
1379,2758,-1379,1,0.8866884464763815,A
1380,2760,-1380,1,0.024743529137280063,A
1382,2764,-1382,1,0.3030697778934274,A
1383,2766,-1383,1,0.7890477610449783,A
1386,2772,-1386,1,0.052285361487746984,A
1387,2774,-1387,1,0.6905035655103365,A
1388,2776,-1388,1,0.009584972101777889,A
1389,2778,-1389,1,0.2376253896953996,A
1390,2780,-1390,1,0.9679295808756648,A
1391,2782,-1391,1,0.27437010235410764,A
1393,2786,-1393,1,0.32821293082668057,A
1394,2788,-1394,1,0.5592543595840791,A
1397,2794,-1397,1,0.6203534717715955,A
1399,2798,-1399,1,0.3161655493950686,A
1400,2800,-1400,1,0.8897213573059041,A
1401,2802,-1401,1,0.8674242207762006,A
1402,2804,-1402,1,0.13653649504200227,A
1404,2808,-1404,1,0.4979688304220621,A
1406,2812,-1406,1,0.6985808281713393,A
1408,2816,-1408,1,0.2704142757570186,A
1409,2818,-1409,1,0.9760376704261513,A
1410,2820,-1410,1,0.9741338839470775,A
1411,2822,-1411,1,0.9179381156194387,A
1412,2824,-1412,1,0.6124969418600353,A
1414,2828,-1414,1,0.10846865873250955,A
1416,2832,-1416,1,0.5296038613355,A
1417,2834,-1417,1,0.02692509925936759,A
1418,2836,-1418,1,0.024368816673664973,A
1419,2838,-1419,1,0.6604460692084784,A
1421,2842,-1421,1,0.5956607708917158,A
1422,2844,-1422,1,0.6970954608713208,A
1424,2848,-1424,1,0.09147157125607963,A
1425,2850,-1425,1,0.7612457093917244,A
1427,2854,-1427,1,0.3309686464734739,A
1431,2862,-1431,1,0.6638648225384117,A
1434,2868,-1434,1,0.9527594173175555,A
1436,2872,-1436,1,0.6829395946040244,A
1437,2874,-1437,1,0.8542136635392755,A
1438,2876,-1438,1,0.36371427468206063,A
1439,2878,-1439,1,0.37697828165219727,A
1441,2882,-1441,1,0.9327607716967484,A
1444,2888,-1444,1,0.4198722612288657,A
1445,2890,-1445,1,0.8444337174086928,A
1446,2892,-1446,1,0.8546013688869314,A
1447,2894,-1447,1,0.03629535398395056,A
1448,2896,-1448,1,0.5757735847904645,A
1449,2898,-1449,1,0.12183237328671959,A
1450,2900,-1450,1,0.6319842650165255,A
1452,2904,-1452,1,0.7734411995628534,A
1453,2906,-1453,1,0.43694695656277116,A
1454,2908,-1454,1,0.8050146153496467,A
1455,2910,-1455,1,0.34515578734097996,A
1459,2918,-1459,1,0.21479636197757757,A
1460,2920,-1460,1,0.9490457403178368,A
1461,2922,-1461,1,0.642057496645521,A
1462,2924,-1462,1,0.3703195844231397,A
1463,2926,-1463,1,0.2187067091926962,A
1464,2928,-1464,1,0.4028237363647521,A
1465,2930,-1465,1,0.4383020544442353,A
1466,2932,-1466,1,0.6867343420245275,A
1468,2936,-1468,1,0.1774019088669031,A
1469,2938,-1469,1,0.7690724847275675,A
1470,2940,-1470,1,0.5882184252065543,A
1471,2942,-1471,1,0.24266753041824263,A
1472,2944,-1472,1,0.8517140162822318,A
1474,2948,-1474,1,0.6434991919711737,A
1475,2950,-1475,1,0.5299476735573972,A
1476,2952,-1476,1,0.5916944943937259,A
1477,2954,-1477,1,0.7890055456531859,A
1478,2956,-1478,1,0.687003628644293,A
1479,2958,-1479,1,0.769510778802168,A
1481,2962,-1481,1,0.5718939183292927,A
1482,2964,-1482,1,0.22748953228290247,A
1483,2966,-1483,1,0.8519725768350616,A
1484,2968,-1484,1,0.6695075447591402,A
1485,2970,-1485,1,0.5421278721758009,A
1486,2972,-1486,1,0.9664158482173663,A
1487,2974,-1487,1,0.1424497714431081,A
1488,2976,-1488,1,0.8541992752485109,A
1490,2980,-1490,1,0.15452325632572028,A
1491,2982,-1491,1,0.8632727675174866,A
1492,2984,-1492,1,0.9862580483390652,A
1493,2986,-1493,1,0.5836039295678518,A
1494,2988,-1494,1,0.8959158151595832,A
1495,2990,-1495,1,0.9357730080979935,A
1497,2994,-1497,1,0.17592898010978797,A
1501,3002,-1501,1,0.9324803305330005,A
1504,3008,-1504,1,0.3957663314541594,A
1505,3010,-1505,1,0.3112313427368387,A
1508,3016,-1508,1,0.8302503903766947,A
1509,3018,-1509,1,0.3281752013925153,A
1513,3026,-1513,1,0.5296608661812332,A
1515,3030,-1515,1,0.321857812498313,A
1524,3048,-1524,1,0.9411855942626163,A
1526,3052,-1526,1,0.06688235614631621,A
1528,3056,-1528,1,0.9358892092224953,A
1529,3058,-1529,1,0.09540020152146245,A
1530,3060,-1530,1,0.3077488214077788,A
1531,3062,-1531,1,0.6726394836589329,A
1532,3064,-1532,1,0.06745054547299667,A
1533,3066,-1533,1,0.5547025329050291,A
1534,3068,-1534,1,0.18987988959103763,A
1535,3070,-1535,1,0.7929312970527601,A
1536,3072,-1536,1,0.3129227481514164,A
1538,3076,-1538,1,0.0751989567036162,A
1539,3078,-1539,1,0.39166565377895723,A
1540,3080,-1540,1,0.14770238942363167,A
1544,3088,-1544,1,0.019950277024499474,A
1545,3090,-1545,1,0.1755354834949039,A
1549,3098,-1549,1,0.5041573558606979,A
1551,3102,-1551,1,0.9704160751263841,A
1552,3104,-1552,1,0.455534927410157,A
1553,3106,-1553,1,0.5510561334537836,A
1556,3112,-1556,1,0.4462632044446674,A
1558,3116,-1558,1,0.5137683926084498,A
1559,3118,-1559,1,0.897897211542344,A
1560,3120,-1560,1,0.5528849266031082,A
1561,3122,-1561,1,0.6337513193822119,A
1564,3128,-1564,1,0.08512998181622378,A
1566,3132,-1566,1,0.24847658616722534,A
1567,3134,-1567,1,0.6027528676173795,A
1568,3136,-1568,1,0.8803179828480598,A
1569,3138,-1569,1,0.9705466706744531,A
1572,3144,-1572,1,0.6638805736724165,A
1573,3146,-1573,1,0.4648266711963571,A
1574,3148,-1574,1,0.8235726559027196,A
1576,3152,-1576,1,0.4661259911964948,A
1577,3154,-1577,1,0.5211672936521694,A
1578,3156,-1578,1,0.7074998178906917,A
1580,3160,-1580,1,0.5870163831143757,A
1581,3162,-1581,1,0.83594171703499,A
1582,3164,-1582,1,0.5306559890837435,A
1583,3166,-1583,1,0.606551373808608,A
1584,3168,-1584,1,0.7072784012270489,A
1585,3170,-1585,1,0.734373009626446,A
1586,3172,-1586,1,0.16020059941863463,A
1588,3176,-1588,1,0.15169664310181852,A
1589,3178,-1589,1,0.705229490352433,A
1590,3180,-1590,1,0.3765282571516527,A
1591,3182,-1591,1,0.4843810481252414,A
1593,3186,-1593,1,0.4699594202389271,A
1595,3190,-1595,1,0.040223196869210165,A
1596,3192,-1596,1,0.37084404291770867,A
1597,3194,-1597,1,0.7234247637552221,A
1598,3196,-1598,1,0.6368415612289919,A
1600,3200,-1600,1,0.09291962271329557,A
1601,3202,-1601,1,0.7730706966944744,A
1602,3204,-1602,1,0.8696565791690756,A
1603,3206,-1603,1,0.0730898104862654,A
1604,3208,-1604,1,0.16332706950857434,A
1606,3212,-1606,1,0.6468801869803195,A
1609,3218,-1609,1,0.6730036921383072,A
1610,3220,-1610,1,0.4494002653909972,A
1613,3226,-1613,1,0.4935949869384758,A
1614,3228,-1614,1,0.33807826873945257,A
1615,3230,-1615,1,0.523645110283029,A
1616,3232,-1616,1,0.08552131804254537,A
1617,3234,-1617,1,0.03647730909775815,A
1618,3236,-1618,1,0.44498203441779216,A
1619,3238,-1619,1,0.1648356629552512,A
1621,3242,-1621,1,0.6234476433546069,A
1622,3244,-1622,1,0.6864552455069827,A
1624,3248,-1624,1,0.606307040175097,A
1626,3252,-1626,1,0.915425556223921,A
1627,3254,-1627,1,0.5803515031436528,A
1628,3256,-1628,1,0.8468009220399121,A
1630,3260,-1630,1,0.4098920849785893,A
1631,3262,-1631,1,0.6485573245880312,A
1632,3264,-1632,1,0.33863349108215723,A
1633,3266,-1633,1,0.7722396935057788,A
1634,3268,-1634,1,0.6948360096575417,A
1635,3270,-1635,1,0.967458012179519,A
1636,3272,-1636,1,0.1833069172349926,A
1638,3276,-1638,1,0.8597613145143805,A
1641,3282,-1641,1,0.9011422511602691,A
1643,3286,-1643,1,0.28511450535367766,A
1644,3288,-1644,1,0.8252609744691636,A
1645,3290,-1645,1,0.6794152401157615,A
1650,3300,-1650,1,0.973138974298211,A
1651,3302,-1651,1,0.45505512038819695,A
1652,3304,-1652,1,0.9439909737390202,A
1655,3310,-1655,1,0.37635889761770924,A
1656,3312,-1656,1,0.6367188473936883,A
1657,3314,-1657,1,0.939038247749289,A
1659,3318,-1659,1,0.10616725581542052,A
1661,3322,-1661,1,0.32049816215579385,A
1662,3324,-1662,1,0.4328406367828542,A
1663,3326,-1663,1,0.17041312741560155,A
1664,3328,-1664,1,0.6745035882894739,A
1665,3330,-1665,1,0.16374622520466442,A
1666,3332,-1666,1,0.6950866490421206,A
1668,3336,-1668,1,0.06735947036754852,A
1669,3338,-1669,1,0.8922040229323701,A
1670,3340,-1670,1,0.7386408776802375,A
1671,3342,-1671,1,0.19560801007269435,A
1672,3344,-1672,1,0.6601607479780415,A
1673,3346,-1673,1,0.6771271182053117,A
1676,3352,-1676,1,0.12350801000695111,A
1677,3354,-1677,1,0.849510607578986,A
1678,3356,-1678,1,0.9536491905328045,A
1681,3362,-1681,1,0.007961661234341944,A
1683,3366,-1683,1,0.9821004490869545,A
1684,3368,-1684,1,0.2211916812607303,A
1685,3370,-1685,1,0.2262970815123373,A
1687,3374,-1687,1,0.36802094773926497,A
1688,3376,-1688,1,0.7380954957883777,A
1689,3378,-1689,1,0.1268817344543718,A
1690,3380,-1690,1,0.9235135946389198,A
1691,3382,-1691,1,0.2166772139552886,A
1693,3386,-1693,1,0.5894763589431622,A
1694,3388,-1694,1,0.8080767470413586,A
1697,3394,-1697,1,0.3919418199284421,A
1700,3400,-1700,1,0.23107520109607493,A
1701,3402,-1701,1,0.08310480426481182,A
1702,3404,-1702,1,0.4799742880254757,A
1703,3406,-1703,1,0.5805587594827994,A
1704,3408,-1704,1,0.9991191086954441,A
1705,3410,-1705,1,0.31795253398526413,A
1706,3412,-1706,1,0.5189843296695799,A
1708,3416,-1708,1,0.6193508584791556,A
1709,3418,-1709,1,0.9548513149959161,A
1710,3420,-1710,1,0.5688331089382067,A
1711,3422,-1711,1,0.7663493430291268,A
1712,3424,-1712,1,0.023856251850032928,A
1713,3426,-1713,1,0.4517260923906399,A
1715,3430,-1715,1,0.41350392073763265,A
1716,3432,-1716,1,0.5310805115460789,A
1718,3436,-1718,1,0.6905478011033693,A
1719,3438,-1719,1,0.9638008592751904,A
1720,3440,-1720,1,0.8993357845843626,A
1721,3442,-1721,1,0.2213541750081336,A
1722,3444,-1722,1,0.4698306152051547,A
1726,3452,-1726,1,0.13211145554135761,A
1727,3454,-1727,1,0.4241948748443497,A
1728,3456,-1728,1,0.6831573293493708,A
1730,3460,-1730,1,0.602950677519856,A
1732,3464,-1732,1,0.6802345597902167,A
1733,3466,-1733,1,0.645549296926382,A
1734,3468,-1734,1,0.9856823932743453,A
1736,3472,-1736,1,0.630988161384566,A
1738,3476,-1738,1,0.9128052250992914,A
1739,3478,-1739,1,0.327518857256467,A
1740,3480,-1740,1,0.14595051425918848,A
1742,3484,-1742,1,0.2944125893639117,A
1743,3486,-1743,1,0.7321621705994261,A
1746,3492,-1746,1,0.055177285145186605,A
1747,3494,-1747,1,0.5904698848281087,A
1748,3496,-1748,1,0.24056206132504032,A
1750,3500,-1750,1,0.5692106735405412,A
1751,3502,-1751,1,0.057652285341722065,A
1752,3504,-1752,1,0.33228861503554585,A
1753,3506,-1753,1,0.2550083618786513,A
1754,3508,-1754,1,0.6611084903808346,A
1755,3510,-1755,1,0.5666241136100454,A
1756,3512,-1756,1,0.9051600459537045,A
1758,3516,-1758,1,0.21053985418566923,A
1760,3520,-1760,1,0.2930515875084606,A
1764,3528,-1764,1,0.7336452738751119,A
1765,3530,-1765,1,0.4546584465954976,A
1766,3532,-1766,1,0.9855434331396827,A
1768,3536,-1768,1,0.0722824290630456,A
1769,3538,-1769,1,0.9269243198195444,A
